,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromFinancialGuaranteeFinanceExpense,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_ProfitLoss,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromDividends,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromRoyalties,ifrs-full_RevenueFromSaleOfGoods,ifrs-full_SharebasedPaymentTransactions
[123700],,,"45,477,042","10,763,253","344,315,361","8,762,986",,,,,,,,,"14,998,706,576","1,471,934,813","13,526,771,763",,,"50,395,913",,"5,110,800,000",,"72,739,563",,"14,403,810",,"130,480,039","96,197,987","1,858,545,020","733,798,628","578,167,729",,"2,482,777",,,0,,,,,,,,"14,079,615",0,"149,441,698",,"5,700,000","23,067,991","66,347,306",,,,,"1,419,797",,,,"745,757,937",,"8,160,000","255,801,169","89,837,113",,,"-2,019,012,182","596,818,435",,,,"8,542,812,546","180,672,207","77,727,640",,"185,526,594","6,097,846","25,500,000","2,805,999",,,,,,"1,889,280,057","13,852,594,706",,,,"944,134,680","38,770,271","4,903,346","36,942,597","2,762,180,369","1,443,636","38,866,848",,"6,866,908",,,,,,,,0,,,,,,,,,,,314,314,,"14,998,706,576",314,314,,,,"745,757,937","151,924,475",,"743,168,187","852,290,935",,,,"4,897,003,760","5,749,294,695",,,"15,741,874,763",,,,,"15,741,874,763",
[025530],,,"181,277",,"134,435,952","2,079,239",,,,,,,,,,,,,,"76,406,874",,"58,335,360",,"18,149,894",,"300,000",,,,,"4,234,509",,,,,,,,,,,"10,981,833",,,"12,910,615","64,727,045","178,258,902",,,,,,,,"36,876,681",,,,,,,,"479,614",,,,"2,509,828,276",,,,,"63,049,483",,,,"38,970,594","579,000",,"173,000",,"171,686,683",,"298,430,000",,,,,,,"219,207,725",,"1,426,287","3,572,130","513,937,899",,"503,465","767,352","4,274,495",,,,,,,,,,,,,,,,,"2,553,649,492",,192,192,,0,192,192,,,,"101,603,726","189,240,735",,"3,023,766,175","53,124,106",,,,"2,607,390,662","2,660,514,768",,,"3,023,766,175",,,"3,023,766,175",,,
[069510],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,414,960",,,,,"3,821,603,136","1,654,885,939",,,,,,,,,,,,,,,,,,,,,"9,929,175,034",,,,,,,,,,,,,,,,,,,,,,,238,,,"37,980,410,906",,,,,,0,"461,448,028",,"9,963,589,994","657,610,988",,,,"2,004,969,197","2,662,580,185",,,"47,944,000,900",,,,,,
[050760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,719,138,056",,,,,"628,111,298","98,270,958",,,,,,,,,,,,,,,,,,,,,"2,965,548,173",,,,,,,,,,,,,,"74,394,096",,,,,,,,,219,,,"21,810,412,335",219,,,,,"206,329,470","1,245,612,739",,"5,739,119,951","883,589,464",,"-39,407,750",,"3,439,658,547","4,323,248,011",,,"27,549,532,286",,,,,,
[003800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,217,989,263",,,,,"1,299,228,400","67,316,147",,,,,,,,,,,,,,,,,,,,,"33,404,096,668",,,,,,,,,,,,,,,,,,,,,,,587,,,"25,971,290,095",587,,,,,"2,631,283,273","1,804,638,169",,"40,622,085,931","1,602,492,029",,,,"6,020,764,383","7,623,256,412",,,"66,593,376,026",,,,,,
[037950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-294,352,620",,,,,"756,828,628","404,661,996",,,,,,,,,,,,,,,,,,,,,"1,490,104,692",,,,,,,,,,,,,,"88,743,435",,,,,,,,,,,,"7,403,831,001",,,,,,"9,796,172","71,309,563",,"1,195,752,072",,,,,"30,583,968","30,583,968",,,"8,599,583,073",,,,,,
[347890],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,173,459,685",,,,,"17,518,861","910,570",,,,,,,,,,,,,,,,,,,,,"1,615,002,486",,,,,,,,,,,,,,,,,,,,,,,358,,,"3,045,676,343",358,,,,,"700,020","86,349,232",,"4,788,462,171","589,255,855",,,,"2,686,461,333","3,275,717,188",,,"7,834,138,514",,,,,,
[111770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,511,595,253",,,,,"26,086,762,247","16,866,272,983",,,,,,,,,,,,,,,,,,,,,"13,860,236,855",,,,,,,,,,,,,,,,,,,,,,,562,,,"201,529,730,871",,,,,,"707,135,923","1,191,494,181",,"36,371,832,108","7,558,776,441",,,,"24,657,666,334","32,216,442,775",,,"237,901,562,979",,,,,,
[009970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,668,475,785",,,,,"2,654,700,973","232,776,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,244,040",,,,,,,,,"1,639",,,,,,,,,,"133,358,170",,,"1,066,304,585",,,,"19,023,210,187","20,089,514,772",,,,,,,,,
[036000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"884,882,767",,,,,"162,292,037","86,564,962",,,,,,,,,,,,,,,,,,,,,"1,361,877,891",,,,,,,,,,,,,,"267,767,885",,,,,,,,,30,,,"1,559,058,782",,,,,,"205,668","159,009,314",,"2,246,760,658","151,682,635",,,,"699,962,968","851,645,603","699,962,968",,"3,805,819,440",,,,,,
[039830],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,215,951,021",,,,,"494,557,616","546,049,063",,,,,,,,,,,,,,,,,,,,,"4,698,639,040",,,,,,,,,,,,,,,,,,,,,,,24,,,"20,063,566,030",,,,,,"2,047,910,157","305,088,960",,"6,914,590,061","173,602,570",,,,"248,035,807","421,638,377",,,"26,978,156,091",,,,,,
[010470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-278,244,460",,,,,"23,429,691","951,000,004",,,,,,,,,,,,,,,,,,,,,"9,243,653,459",,,,,,,,,,,,,,,,,,,,,,,-68,,,"19,803,102,799",-68,,,,,"27,073,648","210,933,219",,"8,965,408,999","-253,444,890",,,,"-768,510,312","-1,021,955,202",,,"28,768,511,798",,,,,,
[048260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,580,925,849",,,,,"527,912,785","781,583,210",,,,,,,,,,,,,,,,,,,,,"28,731,141,296",,,,,,,,,,,,,,"652,236,284",,,,,,,,,378,,,"49,005,874,844",,,,,,"6,459,136,371","8,787,999,817",,"44,964,303,429","4,664,327,714",,"-7,849,970,683",,"5,141,820,473","9,806,148,187",,,"93,970,178,273",,,,,,
[037400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,446,851",,,,,"29,014,806","35,889,429",,,,,,,,,,,,,,,,,,,,,"1,698,789,811",,,,,,,,,,,,,,,,,,,,,,,5,,,"4,302,025,089",,,,,,"86,735,411","637,691",,"1,906,236,662","2,637,230",,,,"111,837,278","114,474,508",,,"6,208,261,751",,,,,,
[136540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,810,773,886",,,,,"75,596,199","4,959,044",,,,,,,,,,,,,,,,,,,,,"5,922,093,145",,,,,,,,,,,,,,,,,,,,,,,516,,,"12,500,167,554",457,,,,,"902,678,828","1,495,609,427",,"11,732,867,031","803,662,487",,,,"5,670,679,153","6,474,341,640",,,"24,233,034,585",,,,,,
[011320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,231,464,205",,,,,"905,964,985","1,017,670,116",,,,,,,,,,,,,,,,,,,,,"5,592,357,979",,,,,,,,,,,,,,,,,,,,,,,-25,,,"47,701,435,333",,,,,,"497,160,704","810,417,470",,"4,360,893,774","-549,331,208",,,,"-480,581,362","-1,029,912,570",,,"52,062,329,107",,,,,,
[056090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-363,036,406",,,,,"3,378,371","146,536,567",,,,,,,,,,,,,,,,,,,,,"3,077,145,144",,,,,,,,,,,,,,,,,,,,,,,-24,-24,0,"2,626,057,964",,,,,,"452,595,373","773,503,385",,"2,714,108,738",0,,,,"-185,286,590","-185,286,590",,,"5,340,166,702",,,,,,
[084370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,525,684,894",,,,,"3,922,582,921","250,821,808",,,,,,,,,,,,,,,,,,,,,"9,019,706,401",,,,,,,,,,,,,,,,,,,,,,,305,,,"17,755,456,696",305,,,,,"859,030","552,520,580",,"13,545,391,295","1,924,803,662",,,,"6,824,303,895","8,749,107,557",,,"31,300,847,991",,,,,,
[025820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"766,895,977",,,,,"178,578,106","16,914,483",,,,,,,,,,,,,,,,,,,,,"1,288,701,578",,,,,,,,,,,,,,,,,,,,,,,10,,,"46,609,338,440",,,,,,"3,393,583,678","2,943,618,949",,"2,055,597,555","151,045,329",,,,"327,549,542","478,594,871",,,"48,664,935,995",,,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,424,257,882",,,,,"12,397,132,568","10,965,433,398",,,,,,,,,,,,,,,,,,,,,"838,650,266,231",,,,,,,,,,,,,,"3,595,808,740",,,,,,,,,"4,154",,,"2,541,892,306,566","4,154",,,,,"73,373,968,573","123,287,850,805",,"924,074,524,113","18,710,474,444",,,,"121,655,173,580","140,365,648,024",,,"3,465,966,830,679",,,,,,
[005950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,167,590,050",,,,,"184,556,818","2,075,159,167",,,,,,,,,,,,,,,,,,,,,"9,764,883,357",,,,,,,,,,,,,,,,,,,,,,,556,,,"270,409,507,512",556,,,,,"10,265,235,413","9,916,946,644",,"13,932,473,407","-4,406,647,708",,"1,743,247,729",,"8,078,594,369","3,671,946,661",,,"284,341,980,919",,,,,,
[134060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-82,401,758",,,,,"22,182,650","91,149,395",,,,,,,,,,,,,,,,,,,,,"1,499,088,942",,,,,,,,,,,,,,"31,437,500",,,,,,,,,11,,,"616,910,685",11,,,,,"5,142,433","28,729,129",,"1,448,124,684",,,"176,295,635",,"48,513,828","48,513,828",,,"2,065,035,369",,,,,,
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-163,354,906",,,,,"416,290,843","13,180,562",,,,,,,,,,,,,,,,,,,,,"1,578,501,512",,,,,,,,,,,,,,,,,,,,,,,-10,,,"11,325,947,295",,,,,,"271,525,146","4,017,659",,"1,415,146,606",0,,,,"-27,752,112","-27,752,112",,,"12,741,093,901",,,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-177,046,875",,,,,"1,776,618,722","2,111,733,215",,,,,,,,,,,,,,,,,,,,,"4,754,144,409",,,,,,,,,,,,,,"478,348,390",,,,,,,,,-27,,,"100,087,316,946",-27,,,,,"2,787,934,079","1,936,609,075",,"4,524,518,291","-123,348,098",,,,"-761,789,884","-885,137,982",,,"104,611,835,237",,,,,,
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-615,845,519",,,,,"1,267,683,015","601,539,467",,,,,,,,,,,,,,,,,,,,,"4,334,649,692",,,,,,,,,,,,,,,,,,,,,,,334,,,"34,725,395,488",334,,,,,"96,979,897","3,233,311,314",,"3,718,804,173","-157,562,491",,,,"3,344,191,937","3,186,629,446",,,"38,444,199,661",,,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,349,218,169",,,,,"281,079,647","116,859,312",,,,,,,,,,,,,,,,,,,,,"14,840,938,032",,,,,,,,,,,,,,"3,381,013,988",,,,,,,,,55,,,"25,457,911,296",55,,,,,"1,327,623,131","919,422,366",,"19,571,170,189","101,387,713",,,,"1,003,850,026","1,105,237,739",,,"45,029,081,485",,,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-490,815,782",,,,,"530,873,123","136,664,767",,,,,,,,,,,,,,,,,,,,,"12,706,279,348",,,,,,,,,,,,,,,,,,,,,,,1,1,,"21,393,403,309",1,1,,,,"127,499,297","265,958,848",,"12,215,463,566","17,478,305",,,,"24,373,820","41,852,125",,,"33,608,866,875",,,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,973,504,172",,,,,"774,471,757","320,395,254",,,,,,,,,,,,,,,,,,,,,"3,021,244,974",,,,,,,,,,,,,,"1,672,358,325",,,,,,,,,269,,,"17,510,012,501",,,,,,"768,278,278","259,340,235",,"8,667,107,471","800,923,326",,,,"3,117,719,306","3,918,642,632",,,"26,177,119,972",,,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,788,544,746",,,,,"633,434,462","62,862,566",,,,,,,,,,,,,,,,,,,,,"12,149,356,561",,,,,,,,,,,,,,,,,,,,,,,"1,666",,,"101,125,257,042","1,666",,,,,"5,994,975,925","6,276,391,503",,"17,937,901,307","1,231,406,952",,,,"5,409,125,268","6,640,532,220",,,"119,063,158,349",,,,,,
[034940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"383,921,585",,,,,"137,009,035","1,464,736,560",,,,,,,,,,,,,,,,,,,,,"6,854,585,556",,,,,,,,,,,,,,,,,,,,,,,-27,,,"9,833,070,963",-27,,,,,"316,025,720","490,063,026",,"7,238,507,141",,,,,"-769,768,634","-769,768,634",,,"17,071,578,104",,,,,,
[185750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,095,409,169",,,,,"1,457,064,107","1,101,061,172",,,,,,,,,,,,,,,,,,,,,"53,150,820,192",,,,,,,,,,,,,,"1,312,846,375",,,,,,,,,"1,576",,,"188,928,228,117",,,,,,"1,374,156,016","1,022,663,369",,"103,827,423,559","6,898,081,338",,,,"17,888,991,744","24,787,073,082",,,"292,755,651,676",,,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,317,108,680",,,,,"4,846,729","480,005,000",,,,,,,,,,,,,,,,,,,,,"1,614,042,835",,,,,,,,,,,,,,,,,,,,,,,"1,545",,,"255,152,416",,,,,,"679,011,299","117,431,748",,"10,931,151,515","541,336,064",,,,"7,739,034,794","8,280,370,858",,,"11,186,303,931",,,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,426,247,197","2,083,495,903",,,,,"33,798,134","353,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,372,082",,,,,,,,,32,,,,32,,,,,"171,896,462","458,776,389",,,"388,737,634",,0,,"1,844,710,640","2,233,448,274",,,"60,509,743,100",,,,,,
[036180],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-346,884,952",,,,,"1,895,665","8,081,671",,,,,,,,,,,,,,,,,,,,,"2,526,594,234",,,,,,,,,,,,,,,,,,,,,,,-97,,,"9,855,170,377",-97,,,,,"12,855,212,493","11,497,306,871",,"2,179,709,282",,,,,"-1,710,976,580","-1,710,976,580",,,"12,034,879,659",,,,,,
[035000],"1,350,000",,"166,784,565",,"244,162,139","30,883,992",,,,,,,,,,,,,,"165,074,073",,,,"392,398,978",,"20,509,465",,,,,,,,,,,0,"56,470,218",,,,,,,0,"2,081,366","155,392,821",,,,"3,604,500",0,,,,,0,,,,,"637,451,737","6,905,131","16,524",,,"-369,845,232",,,,,"6,905,131","3,621,024",,,"184,254,019","34,278,000",,"58,654,091",,,,,,,,,,,"1,527,013,914",,"3,877,828","9,655,220","3,598,950,301","4,200,306","22,790,019","74,150,891","6,461,064",,,,,,,,,,,,,,,,,,"15,000,000",-8,,,"1,163,213",-8,,,,,"2,081,366","211,863,039",,"3,229,105,069","28,535,264",,,,"-128,244,188","-156,779,452",,,"3,230,268,282",,,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,106,456,891",,,,,"223,905,172","367,088,647",,,,,,,,,,,,,,,,,,,,,"5,264,692,833",,,,,,,,,,,,,,,,,,,,,,,13,,,"78,396,070,156",13,,,,,"156,892,400","138,170,978",,"7,371,149,724",,,,,"1,944,551,994","1,944,551,994",,,"85,767,219,880",,,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,127,710,000,000","301,357,000,000",,,,,"163,886,000,000","29,462,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,307",,,,"1,307",,,,,"227,778,000,000","226,431,000,000",,,"113,789,000,000",,,,"320,645,000,000","434,434,000,000",,,"4,429,067,000,000",,,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,474,279,350",,,,,"1,641,574,775","2,165,845,387",,,,,,,,,,,,,,,,,,,,,"136,813,461,865",,,,,,,,,,,,,,,,,,,,,,,375,,,,375,,,,,"45,983,290","2,101,716,935",,"159,287,741,215","6,163,264,138",,,,"17,842,478,245","24,005,742,383",,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,394,178,882",,,,,"1,838,272,443","333,722,773",,,,,,,,,,,,,,,,,,,,,"6,856,080,127",,,,,,,,,,,,,,,,,,,,,,,,125,,"62,360,721,529",,124,,,,"3,841,587,165","2,649,954,444",,"9,250,259,009","668,514,450",,,,"2,038,581,381","2,707,095,831",,,"71,610,980,538",,,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,899,798,001",,,,,"1,280,099,909","196,954,103",,,,,,,,,,,,,,,,,,,,,"7,145,238,959",,,,,,,,,,,,,,,,,,,,,,,198,,,"19,303,953,069",198,,,,,"1,628,115,219","832,170,894",,"10,045,036,960","229,132,429",,,,"2,957,867,053","3,186,999,482",,,"29,348,990,029",,,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"778,380,537",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,869,533,807",,,,,,,,,,,,,,"-752,321,851",,,,,,,,,-59,,,"24,480,634,469",-59,,,,,"5,670,479,632","4,200,763,716",,"3,647,914,344","97,634,567",,,,"-1,541,291,797","-1,443,657,230",,,"28,128,548,813",,,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,276,802",,,,,"432,082,621","406,260,178",,,,,,,,,,,,,,,,,,,,,"1,073,884,532",,,,,,,,,,,,,,,,,,,,,,,61,,,"4,561,906,530",,61,,,,"34,406","304,733,936",,"1,162,161,334","-89,473,352",,,,"508,272,127","418,798,775",,,"5,724,067,864",,,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,182,391,950",,,,,"190,705,421","1,737,234",,,,,,,,,,,,,,,,,,,,,"743,477,977",,,,,,,,,,,,,,,,,,,,,,,239,,,"7,735,378,282",239,,,,,"70,945,359","546,147,063",,"1,925,869,927","336,986,603",,,,"1,509,575,238","1,846,561,841",,,"9,661,248,209",,,,,,
[009410],,,,"-422,275,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,666,770,880",,,,,"42,405,354,840",,,,,"5,382,252,479","7,732,217,166",,,,,,,,,,,,,,,,,,,,,"20,244,495,333",,,,,,,,,,,,,,"4,854,221,090",,,,,,,,,461,,,"382,396,891,632",461,,,,,"5,199,497,084","1,129,389,766",,"62,649,850,173","9,295,293,741",,,,"31,544,210,184","40,839,503,925",,,"445,046,741,805",,,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,985,042,610",,,,,"71,457,058","112,424,353",,,,,,,,,,,,,,,,,,,,,"5,533,881,019",,,,,,,,,,,,,,,,,,,,,,,890,,,"22,389,893,742",890,,,,,"2,460,893,518","5,176,629,870",,"14,518,923,629","2,565,158,566",,,,"9,094,653,101","11,659,811,667",,,"36,908,817,371",,,,,,
