,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,078,192,181",,,"52,930,979","362,057,896",,,,,,,,,"4,721,730,849",,,,,,,,,,,,,,,,,,,,,,,,,-612,,,"17,324,335,839",,-613,,,,,"466,138,942","549,133,453",,"-1,356,461,332",,,,"-6,304,324,587","-6,304,324,587",,,,"15,967,874,507",,,,,,
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-855,373,798",,,"261,810,200","131,580,313",,,,,,,,,"4,651,062,032",,,,,,,,,,,,,,,,,,,,,,,,,-65,,,"14,112,088,055",,-65,,,,,,"107,941,232",,"3,795,688,234",,,,"-617,202,679","-617,202,679",,,,"17,907,776,289",,,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,948,722,755",,,,,,,,,,,59,,,,,55,,,,,,,,,,,,"1,948,722,755",,,,,,,,,,,
[091700],,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,613,702,513",,,"11,913,115,166","13,544,401,853",,,,,,,,,"5,099,703,807",,,,,,,,,,,,,,"7,583,437,724",,,,,,,,,,,176,,,"215,259,572,777",,,,,,,"154,536,339","8,405,575",,"27,296,844,044","3,659,348,445",,,"9,176,936,617","12,836,285,062",,,,"242,556,416,821",,,,,,
[043090],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-590,291,311",,,,,,,,,,,,,"1,455,978,898",,,,,,,,,,,,,,"178,324,779",,,,,"-837,363,183",,,,,,-38,-38,,"3,244,349,853",,,,,,,,"22,383,891",,"865,687,587",,,,"-837,363,183","-837,363,183","-837,363,183",,,"4,110,037,440",,,,,,
[016800],,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,556,473",,,"1,796,448,415","37,566,462",,,,,,,,,"10,267,259,743",,,,,,,,,,,,,,,,,,,,,,,,,657,,,"49,842,653,428",,,,,,,"1,253,870,172","1,095,237,249",,"14,267,816,216","524,212,891",,,"6,246,198,822","5,721,985,931",,,,"64,110,469,644",,,,,,
[043370],,,,,,,,"151,774,583,344",,,,,,,,,,,,,,,,,,,,"4,667,947,047",,,"6,783,888,258","1,553,692,112",,,,,,,,,"12,788,001,816",,,,,,,,,,,,,,,,,,,,,,,,,397,,,"151,774,583,344",,,,,,,"4,249,591,737","4,991,579,142",,"17,455,948,863","2,308,768,296",,,"8,331,362,302","10,640,130,598",,,,"169,230,532,207",,,,,"169,230,532,207",
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,983,753",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,71,,,,"420,231,019",71,,,,"1,612,002,259",0,"604,320,105",,,"19,897,649",,,"585,112,480","605,010,129",,,,"3,570,111,052",,,,,,
[032580],,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,622,706",,,"503,174,546","460,953,858",,,,,,,,,"2,769,586,463",,,,,,,,,,,,,,0,,,,,,,,,,,6,,,"10,275,622,280",,6,,,,,"96,570,635","69,999,597",,"2,884,209,169","633,727",,,"129,638,629","130,272,356",,,,"13,159,831,449",,,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,439,475,583",,,"1,224,391,113","1,427,593,942",,,,,,,,,"3,760,880,760",,,,,,,,,,,,,,,,,,,,,,,,,492,,,"28,965,568,211",,,,,,,"139,461,101","478,897,372",,"12,200,356,343","1,875,832,263",,,"6,699,876,762","8,575,709,025","6,699,876,762",,,"41,165,924,554",,,,,,
[002960],,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,843,672,067",,,"1,554,007,674","983,229,456",,,,,,,,,"10,051,512,328",,,,,,,,,,,,,,,,,,,,,,,,,"5,693",,,"34,650,697,270",,"5,693",,,,,,"211,644,090",,"18,895,184,395","2,224,590,410",,,"7,401,503,965","9,626,094,375",,,,"53,545,881,665",,,,,,
[017890],,,,"468,579,205","14,835,448",,"785,723,997","36,585,411,418","170,262,805","120,771,000","1,890,000","135,686,917","28,503,428","907,307,839",,,,,"751,706","55,197,049","26,821,704",,,,,"5,934,277","2,165,832","5,341,738,684","1,208,000",,"23,212,303","84,055,832",,"70,864,849","6,441,480",,"81,280,800","839,813,489","17,368,244","19,378,417","3,051,605,464","1,133,000","13,123,514","16,812,469","17,412,454",,,,,,,"94,242,339","80,342,892",,,,"12,000,000",,"80,000,000",,,,,"3,465,000",,201,,,"37,371,135,415",,201,,,,,"546,022,056","532,944,737",,"8,393,344,148","1,139,391,594",,,"4,128,426,242","5,267,817,836","4,128,426,242",,,"45,764,479,563",,,"1,768,878,685",,"43,995,600,878",
[023350],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,425,900,784",,,"504,211,037","42,589,255",,,,,,,,,"4,731,764,858",,,,,,,,,,,,,,,,,,,,,,,,,118,,,"44,819,867,739",,118,,,,,"420,228,392","105,439,147",,"6,157,665,642","286,030,563",,,"1,286,702,758","1,572,733,321",,,,"50,977,533,381",,,,,,
[104700],,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,751,858,800",,,"2,483,845,222","546,498,434",,,,,,,,,"9,556,103,089",,,,,,,,,,,,,,,,,,,,,,,,,"1,173",,,"119,719,279,971",,,,,,,"26,287,426","1,331,275,602",,"20,307,961,889","3,191,275,460",,,"10,802,775,758","13,994,051,218",,,,"140,027,241,860",,,,,,"-142,546"
[007280],,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,024,109",,,"305,972,232","204,000",,,,,,,,,"3,871,686,921",,,,,,,,,,,,,,,,,,,,,,,,,"-2,195",,,"67,986,276,153",,,,,,,"3,244,372,962","439,259,841",,"4,076,711,030","90,610,450",,,"-2,195,844,223","-2,286,454,673",,,,"72,062,987,183",,,,,,"7,866,107"
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,"659,703,143",,,"2,016,760,346","1,166,297,704",,,,,,,,,"28,996,865,898",,,,,,,,,,,,,,,,,,,,,,,,,42,,,"61,598,183,326",,42,,,,,"650,533,124","3,560,269",,"29,656,569,041","335,546,344",,,"527,646,586","863,192,930",,,,"91,254,752,367",,,,,,
[099660],,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,857,720,168",,,"1,389,651,668","1,942,905,297",,,,,,,,,"3,530,802,328",,,,,,,,,,,,,,,,,,,,,,,,,6,,,"18,254,300,216",,,,,,,"2,016,521,139","156,199,630",,"6,388,522,496","155,667,899",,,"288,477,131","444,145,030",,,,"24,642,822,712",,,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,258,142,090",,,,,,,,,,,,,"32,027,415,012",,,,,,,,,,,,,,"26,142,683,892",,,,,,,,,,,116,,,"498,310,052,237",,,,,,,,,,"72,285,557,102","14,897,454,540",,,"61,876,100,765","76,773,555,305",,,,"570,595,609,339",,,,,,
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-166,480,954",,,"978,960,201","1,041,825,818",,,,,,,,,"1,854,481,152",,,,,,,,,,,,,,,,,,,,,,,,,-62,,,"23,974,534,257",,-62,,,,,"644,926,930","21,712,057",,"1,688,000,198","-15,343,903",,,"-837,217,541","-852,561,444",,,,"25,662,534,455",,,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,"824,797,409",,,"12,754,283,195","1,710,716,409",,,,,,,,,"25,109,053,162",,,,,,,,,,,,,,,,,,,,,,,"8,349,287,414",,"1,264",,,"198,040,586,406",,"1,264",,,,,"1,848,016,711","1,744,974,651",,"25,933,850,571","2,998,473,375",,,"8,766,848,760","11,765,322,135",,,,"223,974,436,977",,,,,,
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,462,344,225",,,"141,013,774","4,567,186",,,,,,,,,"3,595,499,686",,,,,,,,,,,,,,160,,,,,,,,,,,,,,"58,276,636,389",,,,,,,"277,909,288","479,207,740",,"10,057,843,911","1,592,181,351",,,"5,207,907,914","6,800,089,265",,,,"68,334,480,300",,,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,555,000,000",,,,,,,,,,,,,"25,166,000,000",,,,,,,,,,,,,,"-171,000,000",,,,,,,,,,,-215,,,"398,284,000,000",,-215,,,,,,"13,797,000,000",,"15,611,000,000","-7,266,000,000",,,"-21,970,000,000","-29,236,000,000",,,,"413,895,000,000",,,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,777,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,047,000,000",,,,,,,,,,,179,,,,,171,,,,,"918,000,000","81,000,000",,,"270,000,000",,,"4,670,000,000","4,940,000,000",,,,,,,,,,
[015540],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,392,585,717",,,,,,,,,,,,,"1,421,907,626",,,,,,,,,,,,"347,896,820",,"481,677,518",,,,,,,,,,,,-740,,"2,998,150,231",,,-740,,,,,"-292,436,442",,"29,321,909",,,,"-2,145,686,526","-2,145,686,526","-2,145,686,526",0,,"3,027,472,140",,,,,,
[008800],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-31,945,584",,,"363,693,914","479,316",,,,,,,,,"912,239,675",,,,,,,,,,,,,,,,,,,,,,,,,3,,,"6,060,427,486",,3,,,,,"190,490,674","69,362,399",,"880,294,091",0,,,"210,140,739","210,140,739",,,,"6,940,721,577",,,,,,
[089470],,,,,,,"3,053,838,313","140,568,753,432",,,,,,,,,,,,,,,,,,,,"11,211,473,332",,,"2,082,835,791","14,518,343",,,,,,,,,"10,392,529,860",,,,,,,,,,,,,,,,,,,,,,,,,266,,,"143,622,591,745",,266,,,,,"5,347,665,519","3,353,851,532",,"21,604,003,192","2,793,966,229",,,"8,492,010,564","11,285,976,793",,,,"165,226,594,937",,,"3,246,024,288",,"161,980,570,649",
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,444,268,571",,,"180,266,001,276","134,791,650,329",,,,,,,,,"84,601,469,938",,,,,,,,,,,,,,,,,,,,,,,,,"4,837",,,"2,794,617,852,838",,,,,,,"14,500,166,119","56,009,768,873",,"219,045,738,509","40,041,319,974",,,"181,386,902,298","221,428,222,272",,,,"3,013,663,591,347",,,,,,
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,"471,545,000,000",,,,,,,,,,,,,"379,470,000,000",,,,,,,,,,,,,,,"4,000,000",,,,,"154,062,000,000",,,,,"5,277",,,"4,097,404,000,000",,,,,,,,,,"851,015,000,000",,,,"499,357,000,000","653,419,000,000",,,,"4,948,419,000,000",,,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,926,442,000",,,"6,353,365,000","5,275,798,000",,,,,,,,,"205,455,562,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,792",,,"66,210,235,000",,"2,792",,,,,"1,409,919,000","12,436,490,000",,"277,382,004,000","20,396,395,000",,,"63,634,185,000","84,030,580,000",,,,"343,592,239,000",,,,,,
[012630],,,,,,"338,890,465,725",,"217,299,723,137",,,,,,,,,,,,,,,,,,,,"57,105,486,917",,"32,397,178,834","15,618,126,531","22,287,896,841",,,,,,,,,"37,902,932,668",,,,,,,,,,,,,,,,,,,,,,,,,516,,,"588,587,367,696",,516,,,,,"5,187,433,493","5,863,850,018",,"95,008,419,585","13,173,505,393",,"34,444,824,882","37,938,627,739","51,112,133,132",,,,"683,595,787,281","377,903,528,903",,,,"271,247,433,496",
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,031,394,000,000",,,"272,309,000,000","170,715,000,000",,,,,,,,,"1,521,055,000,000",,,,,,,"7,229",,"7,229",,,,,"1,939,846,000,000",,,,,,,,,,,,,,"7,594,132,000,000",,,,,,,"62,993,000,000","1,267,109,000,000",,"2,552,449,000,000","397,258,000,000",,,,"2,337,104,000,000",,,,"10,146,581,000,000",,,,,,
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,644,129,981",,,"29,057,390,742","30,276,244,426",,,,,,,,,"15,013,138,151",,,,,,,,,,,,,,,,,,,,,,,,,391,391,,"746,657,610,846",,,,,,,"11,638,674,104","10,720,307,835",,"22,657,268,132","3,090,510,081",,,"5,171,930,291","8,262,440,372","5,171,930,291",,,"769,314,878,978",,,,,,"2,755,530,344"
[227840],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,430,913,103",,,"237,629,399","436,985,960",,,,,,,,,"3,242,793,241",,,,,,,,,,,,,,,,,,,,,,,,,240,,,"30,399,329,901",,,,,,,"26,394,515","298,089,193",,"4,673,706,344","307,064,728",,,"2,185,363,516","2,492,428,244",,,,"35,073,036,245",,,,,,"989,177,024"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,174,137,661",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,209,099,215",,,,,,"6,811,485,189",,,,,605,,,,,618,,,,"42,760,837,685",,,,,,,,"23,571,751,687","30,383,236,876",,,"424,625,388,633","751,963,340,752",,,,,,
[064240],,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,853,838,671",,,"607,290","32,009",,,,,,,,,"6,387,529,602",,,,,,,,,,,,,,0,,,,,,,,,,,50,,,"27,308,399,893",,43,,,,,"3,106,158,096","2,448,118,522",,"14,241,368,273","1,527,454,043",,,"5,668,920,335","7,196,374,378",,,,"41,549,768,166",,,,,,
[006060],,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,057,569,579",,,,,,,,,,,,,"4,044,911,595",,,,,,,,,,,,,,"5,310,791,442",,,,,,,,,,,144,,,"163,605,292,646",,,,,,,,,,"9,102,481,174","1,029,253,914",,,"7,904,405,335","8,933,659,249",,,,"172,707,773,820",,,,,,
[010660],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-426,069,826",,,"185,686,206","81,360,899",,,,,,,,,"5,048,334,828",,,,,,,,,,,,,,,,,,,,,,,,,-98,,,"44,379,625,131",,,,,,,"7,394","63,859,144",,"4,622,265,002","-63,326,808",,,"-194,565,961","-257,892,769",,,,"49,001,890,133",,,,,,
[050090],,,,,,,,,,,,,,,,,,,,,,,,,,,,"568,452,416",,,"161,750,523","102,699,443",,,,,,,,,"677,693,812",,,,,,,,,,,,,,0,,,,,,,,,,,,-27,-83,"7,077,369,578",,,-27,-83,,,"457,549,153","2,732,380",,"1,246,146,228",0,,,"68,305,327","68,305,327","68,305,327",0,,"8,323,515,806",,,,,,
