,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_DistributionCosts,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[034020],,,,,,,,,,,,,,,,,,,,,,,,,,,"40,220,963,085",,,"7,235,527,114","58,155,093,461",,,,,,,,,"89,019,580,545",,,,,,,,,,,,,,,,,,,,,,,,,-555,-555,,"1,026,587,727,109",,-555,-555,,,,,"543,292,210,844","487,490,292,747",,"129,240,543,630","-14,744,438,116",,,"-51,756,083,243","-66,500,521,359","-51,756,083,243",,,"1,155,828,270,739",,,,,,
[003160],,,,,,,,,,,,,,,,,,,"229,282,385","180,054,433",,,,,,,"-962,510,735",,,"33,254,672","7,227,861",,,,,,,,,"3,518,260,398",,,,,,,,,,,"101,440,346",,,"633,369,197",,,,,,,,,,,-22,,,"8,682,609,605",,-22,,,,,,"375,304,908","494,522,577",,"3,189,118,860","-176,877,383",,,"-640,388,872","-817,266,255","-640,388,872",,,"11,871,728,465",,,,,,
[066900],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,929,116,683",,,"262,161,241","26,370,908",,,,,,,,,"2,703,581,937",,,,,,,,,,,,,,,,,,,,,,,,,238,,,"64,456,457,062",,238,,,,,,"3,087,055,735","1,335,837,099",,"9,632,698,620","1,012,585,013",,,,"5,413,688,380","4,401,103,367",,,"74,089,155,682",,,,,,
[101000],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,221,197,196",,,"345,843,645","1,309,433,079",,,,,,,,,"1,933,864,819",,,,,,,,,,,,,,,,,,,,,,,,,89,,,"28,326,976,682",,89,,,,,,"304,193,477","145,267,970",,"4,155,062,015","-40,562,313",,,"1,139,244,568","1,098,682,255",,,,"32,482,038,697",,,,,,
[171010],,,,,,,,,,,,,,,,,,,,,,,,,,,"226,251,787",,,"194,242,001","15,320,869",,,,,,,,,"768,169,759",,,,,,,,,,,,,,,,,,,,,,,,,1,,,"5,774,592,802",,,,,,,,"427,564,335","34,161,991",,"994,421,546",0,,,"11,770,575","11,770,575",,,,"6,769,014,348",,,,,,
[131100],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,025,066,782",,,"218,839,912","137,048,263",,,,,,,,,"1,482,460,766",,,,,,,,,,,,,,"-225,023,818",,,,,,,,,,,-135,,,"11,342,568,301",,-135,,,,,,"447,197,892","33,459,531",,"457,393,984",,,,"-1,582,037,312","-1,582,037,312","-1,582,037,312",,,"11,799,962,285",,,,,,
[005990],,,,,,,,,,,,,,,,,,,"1,129,021,737","730,441,704",,,,,,,"13,952,070,319",,,"2,954,186,529","2,136,995,340",,,,,,,,,"82,509,646,571",,,,,,,,,,,"132,317,065","91,221,245",,,,,,,,,,,,,817,,,"220,471,251,426",,731,,,,,,"1,868,372,993","977,825,804",,"96,461,716,890","3,584,525,664",,,"10,294,188,655","13,878,714,319",,,,"316,932,968,316",,,,,,
[067280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,501,909,578","907,715,209",,,,,,,,,,,508,,,"20,663,465,221",,508,,,,,,,,,"11,241,433,298",,,,"3,009,916,335",,,,,"31,904,898,519",,,,,,
[041920],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,708,325,796",,,"520,007,247","144,219,078",,,,,,,,,"2,066,195,287",,,,,,,,,,,,,,,,,,,,,,,,,258,,,"6,869,799,493",,258,,,,,,"4,854,128","17,549,826",,"3,774,521,083","250,730,676",,,"1,846,078,987","2,096,809,663",,,,"10,644,320,576",,,,,,
[009680],,,,,,,,,,,,,,,,,,,,,,,,,,,"600,586,692",,,"480,719,699","7,601,700",,,,,,,,,"3,995,966,896",,,,,,,,,,,,,,,,,,,,,,,,,140,,,"41,680,449,380",,,,,,,,"31,589,343","2,743,188,238",,"4,596,553,588","583,357,153",,,"3,201,946,433","3,785,303,586",,,,"46,277,002,968",,,,,,
[033920],,,,,,,,,,,,,,,,,,,,,,,,,,,"16,281,038,859",,,"-956,607,432","45,597,580,738",,,,,,,,,"17,684,590,324",,,,,,,,,,,,,,"51,883,078",,,,,,,,,,,,,,"34,469,595,883",,,,,,,,,,,"33,965,629,183","-6,853,528,690",,,"-23,367,737,543","-30,221,266,233",,,,"68,435,225,066",,,,,,
[104200],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,205,092,605",,,"48,246,544","5,401,262",,,,,,,,,,,,,,,,,,,,,,,"14,861,111,163",,,,,,,,,,,119,,,,,119,,,,,,"13,223,496","296,453,497",,,"665,754,131",,,"1,680,389,051","2,346,143,182","1,680,389,051",,,"17,066,203,768",,,,,,"-185,024,706"
[003000],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,241,907,208",,,"5,874,860,437","53,899,655",,,,,,,,,"10,336,175,480",,,,,,,,,,,,,,,,,,,,,,,,"4,149,150,815",285,,,"15,135,118,907",,285,,,,,,"1,025,979","278,255,179",,"20,727,233,503","3,043,799,573",,,"9,296,297,617","12,340,097,190",,,,"35,862,352,410",,,,,,
[015350],,,,,,,,,,,,,,,,,,,,,,,,,,,"42,044,615",,,"2,485,182,731","1,076,197,399",,,,,,,,,"23,730,670,418",,,,,,,,,,,,,,,,,,,,,,,,,213,,,"127,635,646,706",,,,,,,,"39,724,314","365,315,199",,"23,772,715,033","321,154,945","676,906,050",,"2,132,371,937","2,453,526,882",,,,"151,408,361,739",,,,,,
[065450],,,,,,,,,,,,,,,,,,,,,,,,,,,"512,082,873",,,"-272,326,200",,,,,,,,,,"733,099,491",,,,,,,,,,,,,,,,,,,,,,,,,7,,,"9,654,767,821",,7,,,,,,"73,949,057","19,255,429",,"1,245,182,364","13,831,608",,,"171,231,437","185,063,045",,,,"10,899,950,185",,,,,,0
[005610],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,271,062,472",,,"850,381,383","97,200,076",,,,,,,,,,,,,,,,,,,,,,,"-23,988,340",,,,,,,,,,"14,685,861,343",350,,,"182,500,588,446",,,,,,,,"437,733,738","52,272,693",,"55,870,958,101","688,560,065",,,"2,926,234,329","3,614,794,394",,,,"238,371,546,547",,,,,,
[018260],,,,,,,,,,,,,,,,,,,"153,476,221","4,793,668,891",,,,,,,"58,385,969,433",,,"16,755,809,940","4,247,603,086",,,,,,,,,"138,419,696,190",,,,,,,,,,,"-782,961,429","8,039,791,093",,,,,,,,,,,,,915,,,"819,062,484,862",,915,,,,,,"5,404,754,711","24,184,210,097",,"196,805,665,623","18,914,013,934",,,"70,759,617,739","89,673,631,673","70,759,617,739",,,"1,015,868,150,485",,,,,,
[028050],,,,,,,,,,,,,,,,,,,"1,882,155,667","1,396,833,981",,,,,,,"-1,134,774,662,541",,,"80,797,303,405","523,625,095,729",,,,,,,,,"82,488,552,403",,,,,,,,,,,"4,706,157,691","3,292,751,222",,,,,,,,,,,,,"-38,151",,,"1,781,220,489,337",,"-38,151",,,,,,"11,547,800,107","13,345,503,870",,"-1,052,286,110,138","-165,128,540,990",,,"-1,410,676,210,112","-1,575,804,751,102",,,,"728,934,379,199",,,,,,
[005930],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,912,475,000,000",,,"197,310,000,000","202,224,000,000",,,,,,,,,"5,545,954,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"21,085",,,"26,362,070,000,000",,"21,085",,,,,,"1,587,289,000,000","1,616,605,000,000",,"9,458,429,000,000","796,703,000,000",,,"3,140,174,000,000","3,936,877,000,000","3,140,174,000,000",,,"35,820,499,000,000",,,,,,
[010140],,,,,,,,,,,,,,,,,,,,,,,,,,,"-34,131,627,818",,,"1,838,812,037,990","1,819,252,596,237",,,,,,,,,"193,217,399,497",,,,,,,,,,,,,,,,,,,,,,,,,-156,,,"2,155,071,213,489",,-156,,,,,,"191,078,984,907","165,764,477,726",,"159,085,771,679","-8,013,084,436",,,"-31,873,608,810","-39,886,693,246",,,,"2,314,156,985,168",,,,,,
[002170],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,341,544,078",,,"553,748,661","4,177,588,882",,,,,,,,,"1,213,201,611",,,,,,,,,,,,,,,,,,,,,,,,,16,,,"44,867,306,075",,16,,,,,,"276,988,750","482,624,285",,"4,554,745,689","-126,071,226",,,"49,410,618","-76,660,608",,,,"49,422,051,764",,,,,,
[001880],,,,,,,,,,,,,,,,,,,,,,,,,,,"15,473,233,413",,,"187,329,457","15,766,750,720",,,,,,,,,"3,168,335,802",,,,,,,,,,,,,,,,,,,,,,,,,"1,189",,,"165,431,703,919",,,,,,,,"1,484,215,603","727,635,777",,"18,641,569,215","1,900,013,363",,,"-2,780,474,923","-880,461,560",,,,"184,073,273,134",,,,,,
[004450],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,799,231,913",,,"125,468,501","72,498,365",,,,,,,,,"2,259,306,674",,,,,,,,,,,,,,,,,,,,,,,,,"1,980",,,"19,164,670,419",,"1,980",,,,,,"51,373,582","119,967,911",,"6,058,538,587","876,936,052",,,"3,682,871,339","4,559,807,391",,,,"25,223,209,006",,,,,,"639,011,013"
[033790],,"531,587","-36,622,189","63,382,032","3,625,346",,,,"66,418,550",0,"900,000","32,465,751","16,195,181","6,881,920","669,927","47,192","998,000","999,722","6,057,368","57,823,289","-833,372","2,103,276",,0,"187,885,182",0,"-86,231,027","129,289,733",,"270,534,321","5,475,554",,"28,454,808","374,547","720,000","4,485,000","141,735,840","2,531,191","34,939,972","518,258,010","492,000","4,485,828","10,660,508","4,050,604",,,,0,,,"-34,309","-70,584,685",,,,0,,0,,,,0,0,,19,,,"3,271,574,232",,19,,,,,,"6,023,059","83,170,232",,"432,026,983","49,272,915",,,"206,701,998","255,974,913",,,,"3,703,601,215",,,,,,
[003100],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,219,064,474",,,"1,292,525,857","16,509,340",,,,,,,,,"2,269,952,560",,,,,,,,"72,494,199",,,,,,,,,,,,,,"425,056,263",,,161,,,"13,744,479,083",,161,,,,,,"180,401,185","302,313,436",,"3,489,017,034","520,946,889",,,"1,027,021,006","2,616,993,242","2,096,046,353","-1,069,025,347",,"17,233,496,117",,,,,,
[017510],,,,,,,,,,,,,,,,,,,,,,,,,,,"518,486,615",,,"136,963,891","76,675,655",,,,,,,,,"397,454,239",,,,,,,,,,,,,,,,,,,,,,,,,35,,,"2,573,158,261",,,,,,,,"213,990","38,586,965",,"915,940,854","83,682,209",,,"533,465,617","617,147,826",,,,"3,489,099,115",,,,,,
[091090],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,135,615,694",,,"10,575,036,388","1,391,717,579",,,,,,,,,"5,192,964,889",,,,,,,,,,,,,,"939,006,145",,,,,,,,,,,209,,,"69,713,303,783",,203,,,,,,"2,000,153,222","210,503,452",,"8,267,586,728","-100,726,997",,,"9,555,295,688","9,454,568,691",,,,"77,980,890,511",,,,,,"-74,716,042"
[021820],,,,,,,,,,,,,,,,,,,,,,,,,,,"-31,798,719",,,"2,531,705,139","375,495",,,,,,,,,"1,745,345,286",,,,,,,,,,,,,,,,,,,,,,"3,747,933,008",,,281,,,"13,877,789,934",,,,,,,,"450,668,770","1,199,526,978",,"1,713,546,567","440,363,667",,,"2,808,025,466","3,248,389,133",,,,"15,591,336,501",,,,,,
[036630],,,,,,,,,,,,,,,,,,,,,,,,,,,"131,419,166",,,"162,405,182","1,849,579,230",,,,,,,,,"44,489,748,928",,,,,,,,,,,,,,"44,621,168,094",,,,,,,,,,,-10,,,,,-10,,,,,,"447,653,877","13,220,301",,,,"-435,673",,"-1,990,624,131","-1,990,624,131",,,,,,,,,,
[108860],,,,,,,,,,,,,,,,,,,,,,,,,,,"-850,316,152",,,"31,272,484","19,469,714",,,,,,,,,"3,595,385,044",,,,,,,,,,,,,,,,,,,,,,,,,-30,,,,,-30,,,,,,,"164,098,782",,"2,745,068,892","7,466,633",,,"-666,947,967","-674,414,600",,,,,,,,,,
[068270],,,,,,,,,,,,,,,,,,,,,,,,,,,"72,101,108,587",,,"-25,339,665,358","-8,402,116,817",,,,,,,,,"17,920,679,258",,,,,,,,,,,,,,,,,,,,,,,,,401,,,"59,454,554,102",,353,,,,,,"13,044,660,745","4,306,688,516",,"90,021,787,845","734,172,040",,,"45,691,415,777","46,425,587,817",,,,"149,476,341,947",,,,,,
[086980],,,,,,,,,,,,,,,,,,,,,,,,,,,"8,713,391,196",,,"-176,715,327",,,,,,,,,,"2,010,511,971",,,,,,,,,,,,,,140,,,,,,,,,,,,,,"55,428,033,089",,,,,,,,,"185,069,255",,"10,723,903,167",,,,"8,721,745,124","8,721,745,124",,,,"66,151,936,256",,,,,,
[004970],,,,,,,,,,,,,,,,,,,,,,,,,,,"505,120,163",,,,,,,,,,,,,"11,865,183,617",,,,,,,,,,,,,,"9,230,720,231",,,,,,,,,,,448,,,"66,852,039,359",,,,,,,,,,,"12,370,303,780","1,980,675,769",,,"7,175,254,718","9,155,930,487",,,,"79,222,343,139",,,,,,
[065350],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,433,506,323",,,"1,652,557,853","1,032,566,342",,,,,,,,,"3,410,465,151",,,,,,,,,,,,,,,,,,,,,,,,,95,,,"31,934,512,133",,,,,,,,"809,141,931","131,631,720",,"5,843,971,474","521,807,671",,,"1,854,179,952","2,375,987,623","1,854,179,952",,,"37,778,483,607",,,,,,
