,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"883,484,862",,,"1,336,561,433","852,254,875",,,,,,,,,"5,350,448,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,"26,435,388,143",,107,,,,,"490,397,488","119,835,605",,"6,233,933,592","494,011,677",,"582,541,351",,"-433,501,725","1,016,043,076","1,076,553,028",,,,"32,669,321,735",,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,666,032,192",,,"1,074,766,241","1,493,455,915",,,,,,,,,"9,991,065,559",,,,,,,,,,,,,,,,,,"-34,676,998",,,,,,,,,,,,,,,73,,,"76,377,156,460",,67,,,,,"1,734,443,215","898,463,058",,"13,657,097,751","440,364,022",,"2,011,802,640",,"-325,720,577","2,262,041,918","2,376,685,363",,,,"90,034,254,211",,,,,
[091700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,241,372,261",,,"10,537,545,237","7,455,918,260",,,,,,,,,"8,317,148,905",,,,,,,,,,,,,,,,,,"998,277,452",,,,,,,,,,,,,,,43,,,"162,483,976,426",,,,,,,"877,936,458","149,405,531",,"22,263,622,156","3,510,433,174",,"4,085,757,685",,"1,768,236,758","2,317,520,926","7,596,190,859",,,,"184,747,598,582",,,,,
[043370],,,,,,,,,"243,931,285,699",,,,,,,,,,,,,,,,,,,,,,,"16,668,378,060",,,"2,363,383,038","1,857,932,281",,,,,,,,,"22,876,142,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,"243,931,285,699",,,,,,,"2,196,133,798","2,666,956,783",,"39,544,520,926","2,744,899,929",,"15,778,781,940",,,"15,778,781,940","18,523,681,869",,,,"283,475,806,625",,,,"283,475,806,625","879,030,067"
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,194,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,186,,,,"469,533,094",186,,,,"2,926,031,280","24,253,573","110,375,284",,,"1,113,565,562",,"2,889,475,646",,"1,346,143,297","1,543,332,349","4,003,041,208",,,,"5,754,875,678",,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,950,717,448",,,"1,549,153,254","341,872,101",,,,,,,,,"5,032,648,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,009",,,"36,650,825,421",,,,,,,"120,241,704","924,765,917",,"20,983,365,792","4,236,402,744",,"13,726,120,070",,"-5,097,131","13,731,217,201","17,962,522,814","13,726,120,070",,,"57,634,191,213",,,,,
[017890],,,,"421,953,466","15,768,212",,,"720,374,439","39,048,663,629","380,842,976","156,332,500","6,235,859","158,325,760","48,272,331","792,011,794",,,,,"30,389,140","74,544,779","285,978,842","101,272,894",,,,,,"1,100,141","11,122,939",10,"3,582,037,602",,,"43,293,774","365,786,802",,"67,397,801","3,091,000","7,772,685","156,531,265","785,562,762","35,760,069","372,699,382","3,695,583,547","11,561,546","10,909,073","62,350,424","14,449,234","72,632,610",,,,,,,,,,"36,642,091","62,220,433",,,,,"4,000,000",,,,,,,,,,"15,570,000",,207,207,,"39,769,038,068",,207,207,,,,"889,531,425","673,542,152",,"7,277,621,149","1,189,735,558",,"4,265,013,840",,,"4,265,013,840","5,454,749,398","4,265,013,840",,,"47,046,659,217",,,"2,951,281,941","44,095,377,276","2,411,194,097"
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,158,727",,,"387,133,281","1,312,479,530",,,,,,,,,"27,186,699,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-190,,,"56,060,670,784",,-190,,,,,"704,391,510","3,234,280",,"27,281,858,149","-278,004,632",,"-2,362,160,202",,,"-2,362,160,202","-2,640,164,834",,,,"83,342,528,933",,,,,"-1,108,820,082"
[099660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,189,545,385",,,"816,988,140","1,748,795,932",,,,,,,,,"3,493,013,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18,,,"12,820,994,395",,,,,,,"1,847,239,805","66,757,557",,"4,682,559,314","-883,807,778",,"-638,936,877",,"-15,913,760","-623,023,117","-1,522,744,655",,,,"17,503,553,709",,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,122,750,607",,,,,,,,,,,,,"118,335,318,305",,,,,,,,,,,,,,,,,,"27,511,794,161",,,,,,,,,,,,,,,115,,,"1,189,375,581,027",,,,,,,,,,"203,458,068,912","28,190,087,749",,,,"3,566,096,327","61,504,400,540","93,260,584,616",,,,"1,392,833,649,939",,,,,"3,097,079,936"
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,034,182,825",,,"802,152,291","816,084,482",,,,,,,,,"2,472,786,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,"36,271,247,301",,61,,,,,"865,063,476","34,713,113",,"4,506,969,368","497,256,595",,"692,643,676",,"-91,251,234","783,894,910","1,189,900,271",,,,"40,778,216,669",,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,676,159,875",,,"54,758,802,902","20,371,453,900",,,,,,,,,"38,346,921,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,533",,,"300,182,521,472",,"7,533",,,,,"3,235,961,382","1,345,756,824",,"86,023,080,923","22,997,738,264",,"57,370,213,482",,"5,102,655,514","52,267,557,968","80,367,951,746",,,,"386,205,602,395",,,,,"194,647,427"
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,392,735,337",,,"310,423,575","910,236,907",,,,,,,,,"4,980,010,346",,,,,,,,,,,,,,,,,,,,,,,,,"-7,662,214,410",,,,,,,,-43,192,-235,"72,630,142,253",,,,,,,"96,464,419","333,437,860",,"15,372,745,683","3,512,967,217",,"-1,145,286,181",,"254,582,154","-1,399,868,335","10,029,895,446","6,516,928,229","-7,662,214,410",,"88,002,887,936",,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-62,187,000,000",,,,,,,,,,,,,"32,466,000,000",,,,,,,,,,,,,,,,,,"-8,962,000,000",,,,,,,,,,,,,,,-887,,,"810,755,000,000",,-887,,,,,,"13,572,000,000",,"-29,721,000,000","-21,835,000,000",,"-90,704,000,000",,"-3,000,000","-90,701,000,000","-112,539,000,000",,,,"781,034,000,000",,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-33,939,000,000",,,"2,117,000,000","666,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"29,162,000,000",,,,,,,,,,,,,,,"-1,356",,,,,"-1,356",,,,,"13,955,000,000","1,305,000,000",,,"1,514,000,000",,"-46,652,000,000",,"-11,284,000,000","-35,368,000,000","-45,138,000,000",,,,,,,,,
[015540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,250,235,952",,,,,,,,,,,,,"2,501,934,121",,,,,,,,,,,,,,,,"-191,198,944",,,,,,,,,,,"-128,016,142",,,,,,,-171,,"18,957,395,115",,,-171,,,,,"-112,543,669",,"251,698,169","3,185,546",,"-4,693,413,107",,"-128,016,142","-4,565,396,965","-4,690,227,561","-4,693,413,107",,,"19,209,093,284",,,,,
[089470],,,,,,,,"816,615,305","188,661,467,310",,,,,,,,,,,,,,,,,,,,,,,"15,863,607,252",,0,"1,196,010,401","449,778,911",,,,,,,,,"13,127,911,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,376,,,"189,478,082,615",,376,,,,,"3,710,255,840","1,709,527,535",,"28,991,519,112","3,469,617,234",,"11,982,068,973",,0,"11,982,068,973","15,451,686,207",,,,"218,469,601,727",,,"1,149,243,107","217,320,358,620","842,575,770"
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,694,181,812",,,"106,478,801,182","117,134,609,293",,,,,,,,,"97,124,945,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,002",,,"3,445,454,278,302",,,,,,,"10,985,450,231","3,848,590,967",,"255,819,127,235","38,463,323,844",,"112,693,488,557",,"118,554,084","112,574,934,473","151,156,812,401",,,,"3,701,273,405,537",,,,,"10,255,297,964"
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"694,411,000,000",,,,,,,,,,,,,"527,330,000,000",,,,,,,,,,,,,,"9,095,000,000",,,,"-11,191,000,000","332,453,000,000",,,,,,,"267,822,000,000",,,,,,,"9,026",,,"7,580,542,000,000",,,,,,,,,,"1,221,741,000,000",,,"858,073,000,000",,"-4,282,000,000","862,355,000,000","1,137,086,000,000",,,,"8,802,283,000,000",,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,376,872,000",,,"5,048,086,000","1,978,026,000",,,,,,,,,"252,470,770,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,308",,,"64,405,930,000",,"2,308",,,,,"1,481,380,000","1,580,139,000",,"322,847,642,000","22,729,435,000",,"60,739,332,000",,"8,135,910,000","52,603,422,000","83,468,767,000",,,,"387,253,572,000",,,,,"9,923,076,000"
[012630],,,,,,"406,744,678,075",,"25,943,104,225","359,207,539,636",,,,,,,,,,,,,,,,,,,,,,,"100,696,664,400",,"37,117,384,619","27,190,536,654","17,137,940,397",,,,,,,,,"108,993,022,939",,,,,,,,,,"194,530,105,499",,,,,,,,"27,789,767,040",,,,,,,,,,,"223,558,032,782",,,,"1,061",,,"1,030,691,983,959",,"1,061",,,,,"16,945,284,917","10,843,483,641",,"209,689,687,339","27,595,182,339","78,479,157,299","78,101,971,183",,,,"105,697,153,522",,,,"1,240,381,671,298","459,748,695,249",,"28,309,032,198","440,682,850,479","1,049,694,141"
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,750,908,000,000",,,"387,671,000,000","311,162,000,000",,,,,,,,,"2,891,280,000,000",,,,,,,"6,346",,,,"6,346",,,,,,,"87,700,000,000",,,,,,,,,,,,,,,,,,"18,179,439,000,000",,,,,,,"261,379,000,000","325,618,000,000",,"4,642,188,000,000","579,268,000,000",,"1,790,417,000,000",,,,"2,369,685,000,000",,,,"22,821,627,000,000",,,,,"478,029,000,000"
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,985,132,051",,,"21,474,423,583","25,371,023,610",,,,,,,,,"19,150,518,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,86,"1,072,266,150,837",,,,,,,"5,552,489,368","6,861,194,465",,"31,135,650,474","3,685,860,238",,"10,454,573,194",,"13,982,197","10,440,590,997","12,215,737,772","8,529,877,534","1,924,695,660",,"1,103,401,801,311",,,,,"2,818,500,651"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,398,538,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,409,592,436",,,,,,,,"10,761,343,389",,,,,,,387,,,,,399,,,,"40,154,951,032",,,,,,,"15,227,603,015",,,"15,227,603,015","25,988,946,404",,,"463,779,906,039","844,695,443,414",,,,,
[064240],,,,,,,,,,,,,,,,,,,,,,"42,566,724","240,712,409",,,,,,,,,"2,606,786,573",,,,,,,,,,,,,"3,689,859,733",,,,,,,,,,,,,,,,,,"1,298,634,586",,,,,,,,,,,,,,,195,,,"16,561,543,578",,189,,,,,"583,011,556","933,447,441",,"7,114,591,386","-201,284,460",,"6,019,698,370",,,"6,019,698,370","5,818,413,910",,,,"23,676,134,964",,,,,
[006060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,885,541,424",,,,,,,,,,,,,"16,826,357,893",,,,,,,,,,,,,,,,,,"25,880,407",,,,,,,,,,,,,,,154,,,"176,250,378,418",,,,,,,,,,"31,711,899,317","2,314,770,139",,"8,447,127,253",,0,"8,447,127,253","10,761,897,392",,,,"207,962,277,735",,,,,
