,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_CumulativeLossPreviouslyRecognisedInOtherComprehensiveIncomeArisingFromReclassificationOfFinancialAssetsOutOfFairValueThroughOtherComprehensiveIncomeIntoFairValueThroughProfitOrLossMeasurementCategory,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromFinancialGuaranteeFinanceExpense,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromDividends,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromRoyalties,ifrs-full_RevenueFromSaleOfGoods,ifrs_BasicEarningsLossPerShare,ifrs_CostOfSales,ifrs_EarningsPerShareAbstract,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_Revenue
[025820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,579,553",,,,,"361,651,601","34,088,630",,,,,,,,,,,,,,,,,,,,,"1,328,846,190",,,,,,,,,,,,,,,,,,,,,,-15,,,"51,375,597,492",,,,,,"1,205,641,766","261,141,206","1,337,425,743","113,464,448",,,,"-494,893,588","-608,358,036",,,"52,713,023,235",,,,,,,,,,,,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,353,346,911",,,,,"8,549,969,590","7,608,524,836",,,,,,,,,,,,,,,,,,,,,"845,792,234,374",,,,,,,,,,,,,,,,,,,,,,"4,934",,,"2,572,762,750,188","4,934",,,,,"21,839,635,990","9,730,666,888","1,044,145,581,285","46,262,866,994",,,,"140,922,955,569","187,185,822,563",,,"3,616,908,331,473",,,,,,,,,,,,,,,
[005950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,460,504,399",,,,,"188,238,482","167,702,011",,,,,,,,,,,,,,,,,,,,,"8,545,740,510",,,,,,,,,,,,,,,,,,,,,,320,,,"312,576,434,235",305,,,,,"6,144,076,337","3,514,281,280","21,006,244,909","3,212,303,137",,"-1,987,096,795",,"4,651,845,881","7,864,149,018",,,"333,582,679,144",,,,,,,,,,,,,,,
[134060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,902,122",,,,,"-32,602,095","6,667,777",,,,,,,,,,,,,,,,,,,,,"1,480,653,313",,,,,,,,,,,,,"19,693,369",,,,,,,,,1,,,"837,456,585",1,,,,,"10,261,153","43,749,220","1,469,925,413",,,,,"5,009,442","5,009,442",,,"2,307,381,998",,,,,,,,,,,,,,,
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,442,608",,,,,"116,611,032","23,576,507",,,,,,,,,,,,,,,,,,,,,"2,019,947,105",,,,,,,,,,,,,,,,,,,,,,-32,,,"11,697,384,271",,,,,,"290,825,441","12,619,085","2,114,389,713",0,,,,"-90,729,223","-90,729,223",,,"13,811,773,984",,,,,,,,,,,,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,105,415,675",,,,,"1,119,825,754","667,673,239",,,,,,,,,,,,,,,,,,,,,"4,265,541,360",,,,,,,,,,,,,"740,865,707",,,,,,,,,22,,,"107,252,753,882",22,,,,,"1,867,845,671","314,867,845","5,403,863,385","114,627,017",,,,"630,829,054","745,456,071","630,829,054",,"112,656,617,267",,,,,,,,,,,,,,,
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,112,545,069",,,,,"743,945,230","67,985,901",,,,,,,,,,,,,,,,,,,,,"524,348,395",,,,,,,,,,,,,"3,507,273,020",,,,,,,,,-112,,,"30,236,783,164",-112,,,,,"108,384,045","81,673,774","1,919,076,346","342,416,986",,,,"-1,120,879,025","-1,463,296,011",,,"32,155,859,510",,,,,,,,,,,,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,496,716,069",,,,,"498,254,262","407,796,660",,,,,,,,,,,,,,,,,,,,,"13,565,816,930",,,,,,,,,,,,,"4,357,490,634",,,,,,,,,-232,,,"35,186,963,215",-232,,,,,"1,299,785,235","62,870,830","14,426,591,495","-411,090,921",,,,"-4,232,081,951","-4,643,172,872",,,"49,613,554,710",,,,,,,,,,,,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,425,403,543",,,,,"79,760,573","496,180,845",,,,,,,,,,,,,,,,,,,,,"15,832,302,111",,,,,,,,,,,,,,,,,,,,,,38,,,"20,964,064,949",38,,,,,"200,336,945","-64,849,759","14,406,898,568","147,387,108",,,,"-2,254,397,627","-2,107,010,519",,,"35,370,963,517",,,,,,,,,,,,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,285,984,826",,,,,"211,462,750","94,364,781",,,,,,,,,,,,,,,,,,,,,"2,601,289,972",,,,,,,,,,,,,,,,,,,,,,497,,,"13,917,052,679",,,,,,"-110,364,696","280,545,190","7,205,300,066","797,279,384",,,,"2,996,713,297","3,793,992,681",,,"21,122,352,745",,,,,,,,,,,,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,948,011,417",,,,,"1,546,141,159","301,747,718",,,,,,,,,,,,,,,,,,,,,"10,278,691,267",,,,,,,,,,,,,,,,,,,,,,"3,197",,,"101,355,434,339","3,197",,,,,"1,252,199,730","-897,809,826","19,226,702,684","-2,349,008,489",,,,"10,391,403,791","8,042,395,302",,,"120,582,137,023",,,,,,,,,,,,,,,
[034940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"451,769,952",,,,,"665,476,203","69,483,761",,,,,,,,,,,,,,,,,,,,,"6,547,857,705",,,,,,,,,,,,,,,,,,,,,,26,,,"7,808,214,533",26,,,,,"346,141,186","27,346,855","6,999,627,657",,,,,"728,968,063","728,968,063",,,"14,807,842,190",,,,,,,,,,,,,,,
[185750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,036,852,185",,,,,"557,351,071","595,848,686",,,,,,,,,,,,,,,,,,,,,"55,952,574,315",,,,,,,,,,,,,"417,739,052",,,,,,,,,"1,316",,,"138,896,724,340",,,,,,"1,425,453,519","263,500,929","96,067,844,661","5,843,747,048",,,,"13,574,915,880","19,418,662,928",,,"234,964,569,001",,,,,,,,,,,,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"889,132,262",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,342,728,538",,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,"-27,692,348","297,702,699","2,231,860,800","268,565,738",,,,"965,798,820","1,234,365,758",,,"2,231,860,800",,,,,,,,,,,,,,,
[044380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-889,145,286",,,,,"55,586,791","167,004,389",,,,,,,,,,,,,,,,,,,,,"1,129,949,129",,,,,,,,,,,,,"223,646,710",,,,,,,,,,,,"5,816,491,747",,,,,,"341,126,206","161,225,985","240,803,843",0,,,,"-1,340,419,604","-1,340,419,604",,,"6,057,295,590",,,,,,,,,,,,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,187,672,671","1,969,003,510",,,,,"-99,319,326","33,278,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,546,427",,,,,,,,,35,,,,35,,,,,"2,672,860","397,141,758",,"487,411,858",,0,,"1,731,915,937","2,219,327,795",,,"41,156,676,181",,,,,,,,,,,,,,,
[035000],"1,350,000",,"192,478,525",,"63,096,293","24,374,832",,,,,,,,,,,,,,,"89,018,902",0,,0,"293,256,289",,"42,526,815",,"205,266",,,"-7,216,184","2,487,624",,,,0,,,,,,"187,911",0,0,,,,,,,0,,"3,572,900",0,"165,011,296",,,"-5,016,319",61,0,0,,"1,000","143,157","743,314",,,,,,,"594,271,951","310,023","42,890",,,"-302,798,062",,,,,"-4,230,626","-4,972,368",,,"199,308,600","34,248,000","87,301,560","17,193,000",,,,,,,,,,"2,089,836,568",,,"4,689,251","8,440,909","3,942,150,249","29,376,187","63,602,335","77,645,566","26,356,500",,,,,,,0,,,,,,,,,,0,-7,,,"548,326,724",-7,,,,,"886,471","165,011,296","3,639,352,187","20,845,368",,,,"-117,086,127","-137,931,495",,,"4,187,678,911",,,,,,,,,,,,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,632,472,965",,,,,"261,434,276","1,808,808,939",,,,,,,,,,,,,,,,,,,,,"3,393,554,078",,,,,,,,,,,,,,,,,,,,,,76,,,"143,338,737,218",76,,,,,"154,538,692","121,929,507","16,026,027,043",,,,,"11,052,489,117","11,052,489,117",,,"159,364,764,261",,,,,,,,,,,,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,077,566,000,000","280,604,000,000",,,,,"54,635,000,000","51,637,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"827,000,000",,,,,,,,,,,,,,,,,,"57,803,000,000","50,579,000,000",,"73,769,000,000",,,,"202,609,000,000","276,378,000,000",,,"4,358,170,000,000",,,,,,,,,,,,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,990,274,717",,,,,"877,528,217","2,845,193,834",,,,,,,,,,,,,,,,,,,,,"158,282,097,847",,,,,,,,,,,,,,,,,,,,,,134,,,,134,,,,,"96,378,073","1,461,244,379","167,272,372,564","2,022,943,488",,,,"6,364,531,918","8,387,475,406",,,,,,,,,,,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,852,389,472",,,,,"271,460,661","237,881,478",,,,,,,,,,,,,,,,,,,,,"6,473,306,281",,,,,,,,,,,,,,,,,,,,,,67,67,0,"56,556,054,603",67,67,0,,,"1,577,006,217","981,062,378","8,325,695,753","321,576,836",,,,"968,447,980","1,290,024,816",,,"64,881,750,356",,,,,,,,,,,,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,051,517,016",,,,,"86,631,443","2,618,085,387",,,,,,,,,,,,,,,,,,,,,"12,743,307,949",,,,,,,,,,,,,,,,,,,,,,-619,,,"15,643,824,593",-619,,,,,"5,453,029","339,850,665","5,691,790,933",0,,,,"-9,248,573,324","-9,248,573,324",,,"21,335,615,526",,,,,,,,,,,,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,426,743,660",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,582,189,650",,,,,,,,,,,,,"-251,465,492",,,,,,,,,-139,,,"23,332,096,604",-133,,,,,"1,264,352,848","935,276,713","2,155,445,990","114,925,700",,,,"-2,122,210,987","-2,007,285,287",,,"25,487,542,594",,,,,,,,,,,,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251,247,256",,,,,"16,574,709","70,178,941",,,,,,,,,,,,,,,,,,,,,"755,008,807",,,,,,,,,,,,,,,,,,,,,,43,,,"4,079,538,043",,,,,,"18,726,269","172,489,755","1,006,256,063","5,507,584",,,,"345,898,926","351,406,510",,,"5,085,794,106",,,,,,,,,,,,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,087,304",,,,,"4,781,109","4,657,914",,,,,,,,,,,,,,,,,,,,,"752,370,279",,,,,,,,,,,,,,,,,,,,,,7,,,"6,689,637,046",7,,,,,"5,261,749","25,837,171","791,457,583","15,152,903",,,,"44,633,018","59,785,921",,,"7,481,094,629",,,,,,,,,,,,,,,
[009410],,,,"-331,890,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,193,468,968",,,,,"69,058,632,770",,,,,"1,245,977,068","3,022,112,942",,,,,,,,,,,,,,,,,,,,,"18,861,578,933",,,,,,,,,,,,,,,,,,,,,,717,,,"385,369,768,034",717,,,,,"3,930,907,669","571,527,591","87,920,211,703","14,936,979,376",,,,"48,986,137,442","63,923,116,818",,,"473,289,979,737",,,,,,,,,,,,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"913,466,607",,,,,"167,194,258","8,785,877",,,,,,,,,,,,,,,,,,,,,"4,814,169,770",,,,,,,,,,,,,,,,,,,,,,94,,,"16,449,582,748",94,,,,,"1,393,127,506","1,613,550,508","5,727,636,377","340,860,247",,,,"951,437,743","1,292,297,990",,,"22,177,219,125",,,,,,,,,,,,,,,
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,374,489,259",,,,,"45,986,480","1,573,289,423",,,,,,,,,,,,,,,,,,,,,"4,407,740,575",,,,,,,,,,,,,,,,,,,,,,-577,,,"10,840,694,325",-577,,,,,,"95,818,589","1,033,251,316",,,,,"-4,805,973,613","-4,805,973,613",,,"11,873,945,641",,,,,,,,,,,,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-814,985,696",,,,,"611,601,016","3,358,626,542",,,,,,,,,,,,,,,,,,,,,"4,849,613,440",,,,,,,,,,,,,"84,522,102",,,,,,,,,-113,,,"21,962,036,353",-113,,,,,"741,443,983","-68,874,454","4,034,627,744","4,389,330",,,,"-4,283,418,227","-4,287,807,557",,,"25,996,664,097",,,,,,,,,,,,,,,
[016800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,613,468,128",,,,,"3,260,494,481","478,949,064",,,,,,,,,,,,,,,,,,,,,"13,082,935,341",,,,,,,,,,,,,,,,,,,,,,680,,,"54,134,459,322",,,,,,"695,660,335","419,237,431","18,696,403,469","1,704,358,554",,,,"6,414,232,087","8,118,590,641",,,"72,830,862,791",,,,,,,,,,,,,,,
[043370],,,,,,,,,,,,,,,"135,488,403,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,457,737,735",,,,,"5,226,818,859","521,292,111",,,,,,,,,,,,,,,,,,,,,"11,543,395,494",,,,,,,,,,,,,,,,,,,,,,-98,,,"135,488,403,137",,,,,,"978,972,868","-162,036,688","4,085,657,759","-1,834,928,573",,,,"-2,058,291,970","-3,893,220,543",,,"139,574,060,896",,,,,"139,574,060,896",,,,,,,,,,
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,033,681,153","353,670,404",,,,,"5,872,860","217,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,34,,,,,,"77,306,941",,"71,699,774",,,,"154,982,630","436,632,895","364,933,121","-209,950,491","2,387,351,557",,,"2,387,351,557",,,,,,,,,,,,
[032580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,048,258,312",,,,,"2,151",4,,,,,,,,,,,,,,,,,,,,,"2,179,567,226",,,,,,,,,,,,,,,,,,,,,,15,,,"18,963,863,306",15,,,,,"229,697,387","-524,927,897","3,227,825,538","-11,478,026",,,,"305,113,201","293,635,175",,,"22,191,688,844",,,,,,,,,,,,,,,
[284620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,973,500","-2,973,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,"4,640,477","40,757,961",,0,,,,"33,143,984","33,143,984","33,143,984",,0,,,,,,,,,,,,,,,
[320000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,895,431,410",,,,,"688,420,236","1,253,947,612",,,,,,,,,,,,,,,,,,,,,"3,655,838,107",,,,,,,,,,,,,,,,,,,,,,121,,,"22,113,032,964",,,,,,"102,383,336","755,668,938","5,551,269,517","338,894,350",,,,"1,644,295,286","1,983,189,636",,,"27,664,302,481",,,,,,,,,,,,,,,
[002960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,960,381,988",,,,,"452,556,928","387,258,038",,,,,,,,,,,,,,,,,,,,,"10,676,763,625",,,,,,,,,,,,,,,,,,,,,,"4,274",,,"34,654,989,007",,,,,,,"170,686,809","17,637,145,613","1,640,052,200",,,,"5,556,315,487","7,196,367,687",,,"52,292,134,620",,,,,,,,,,,,,,,
[017890],,,,,"476,952,391","15,796,816",,,,"822,915,662",,,,,"50,029,667,102",,,,,,"208,211,253",,,"2,227,500","180,476,130","52,918,566",,,,,"1,463,210,610",,,,,,,,,"785,615",,,,,"18,000",,,,,,,,,"8,479,328",,"85,129,535",,,,,,,,"45,967,296","1,027,121","-840,933",,,,,,"48,651,936",,"6,192,589","1,280",,,"6,996,651,295","348,000",,,,"6,978,204","48,196,076",,,"97,093,096","2,147,850",,"19,861,655",,,,,,,,,,"1,260,208,319",,,"20,208,964","133,255,266","4,095,837,158","12,905,468","32,569,041","21,892,043","19,805,416",,,,,,,,,,,,,,,,,"7,070,000",264,264,,"50,852,582,764",264,264,,,,"186,188","85,147,535","11,092,488,453","1,612,258,118",,,,"5,428,136,652","7,040,394,770","5,428,136,652",,"61,945,071,217",,,"2,102,393,760",,"59,842,677,457",,,,,,,,,,
[023350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,145,019,606",,,,,"-48,186,022","17,433,541",,,,,,,,,,,,,,,,,,,,,"3,750,076,257",,,,,,,,,,,,,,,,,,,,,,-184,,,"39,678,136,252",-184,,,,,"388,759,916","97,364,731","1,605,056,651","-488,258,699",,,,"-2,013,775,655","-2,502,034,354",,,"41,283,192,903",,,,,,,,,,,,,,,
[104700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,874,712,078",,,,,"1,402,657,721","17,974,756,399",,,,,,,,,,,,,,,,,,,,,"9,341,107,395",,,,,,,,,,,,,,,,,,,,,,-249,,,"184,090,554,835",,,,,,"222,867,936","1,761,038,923","11,215,819,473","-1,704,288,065",,"282,058",,"-11,454,645,490","-13,158,933,555",,,"195,306,374,308",,,,,,,,,,,,,,,
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,823,638,691",,,,,"631,785,597","803,452,026",,,,,,,,,,,,,,,,,,,,,"29,214,381,561",,,,,,,,,,,,,,,,,,,,,,526,,,"74,284,314,642",524,,,,,"1,344,412,552","94,624,398","40,038,020,252","2,245,941,694",,,,"7,156,242,414","9,402,184,108",,,"114,322,334,894",,,,,,,,,,,,,,,
