,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossDeterminedInAccordanceWithIFRS9,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesFromFinancialGuaranteeFinanceExpense,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromDividends,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromRoyalties,ifrs-full_RevenueFromSaleOfGoods
[012750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,369,204,851",,,,,"1,454,987,518","5,323,577,959",,,,,,,,,,,,,,,,,,,,,"88,770,075,936",,,,,,,,,,,,,,,,,,,,,,,,977,,,"392,392,267,138",977,,,,,"164,871,026","1,400,403,875",,"135,139,280,787","10,710,452,932",,,,"33,025,694,327","43,736,147,259",,,"527,531,547,925",,,,,
[123700],,,"41,700,447","22,416,966","313,884,944","9,673,197",,,,,,,,,"15,689,925,498","1,195,832,902","14,494,092,596",,,"79,397,978",,0,0,"69,459,981",,"14,822,875",,"299,233,375","99,110,958","733,537,505","355,208,074","756,224,982",,0,,,,"5,271,727",,,,,,,,,,"12,320,835","398,147","148,545,561",,"5,700,000","-30,817,198","60,156,624",,0,,"2,000",,,,,,0,,"5,189,880","197,076,474","9,274,283",,,"-224,104,899","600,688,483",,,,"2,053,018,762","38,615,709","96,454,490",,"175,060,323","2,846,370",0,"1,000,000",,,,,,"1,733,557,623","16,617,154,188",,,,"873,859,896","62,064,776","3,894,770","43,251,208","2,884,891,212","-219,140","49,937,453",,"8,841,147",,,,,,,,0,,,,,,,,,,,,121,,,"15,689,925,498",,,,,,"398,147","148,545,561",,"2,660,786,313","41,181,644",,,,"1,897,263,924","1,938,445,568",,,"18,350,711,811",,,,,"18,350,711,811"
[025530],,,"181,277",,"67,251,725","246,982",,,,,,,,,,,,,,"78,141,726",,"5,293,151",,"14,547,450",,0,,,0,,"5,034,768",,,"25,000,000",,,,,,,,,"-29,648,875",,,,,"15,789,889","74,417,529","178,274,648",,,,"74,791",,,0,,,,,,,"192,022,747",,,"4,826,349","421,410",,,"2,413,497,614",,,,,"15,154,268","496,201",,,"38,061,105",0,0,0,,"202,621,316",,"268,481,935",,,,,,,"223,310,367",,"1,443,034","99,020,807","543,430,326",0,"183,500","3,601,624","1,650,840",,,,,,,,,,,,,,,,,,"2,485,824,689",,283,283,,0,283,283,,,,"266,440,276","173,625,773",,"2,956,927,940","-38,885,480",,,,"2,374,226,658","2,335,341,178",,,"2,956,927,940",,,"2,956,927,940",,
[069510],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,820,299,303",,,,,"3,140,266,881","1,128,260,926",,,,,,,,,,,,,,,,,,,,,"8,665,116,667",,,,,,,,,,,,,,,,,,,,,,,,501,,,"47,900,958,315",,,,,,"129,210,585","435,528,342",,"11,485,415,970","927,458,380",,,,"4,211,164,635","5,138,623,015",,,"59,386,374,285",,,,,
[050760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,429,038,815",,,,,"534,649,305","-31,155,939",,,,,,,,,,,,,,,,,,,,,"2,852,285,322",,,,,,,,,,,,,,"45,328,225",,,,,,,,,,248,,,"27,039,141,487",248,,,,,"44,299,812","132,420,206",,"7,365,403,825","1,111,103,863",,"-120,048,557",,"3,897,140,258","5,008,244,121",,,"34,404,545,312",,,,,
[003800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,740,784,656",,,,,"1,239,412,640","158,071,143",,,,,,,,,,,,,,,,,,,,,"32,815,726,159",,,,,,,,,,,,,,,,,,,,,,,,916,,,"25,485,267,877",916,,,,,"522,385,779","1,801,747,952",,"42,556,510,815","2,713,637,959",,,,"9,387,850,367","12,101,488,326",,,"68,041,778,692",,,,,
[036180],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,485,973,946",,,,,"2,634,105","4,006,808",,,,,,,,,,,,,,,,,,,,,"4,184,559,113",,,,,,,,,,,,,,,,,,,,,,,,-62,,,"10,064,642,867",-62,,,,,"288,172,842","676,360,108",,"2,698,585,167",,,,,"-1,099,159,383","-1,099,159,383",,,"12,763,228,034",,,,,
[037950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,376,858,755",,,,,"417,526,591","217,620,996",,,,,,,,,,,,,,,,,,,,,"1,773,095,515",,,,,,,,,,,,,,"469,934,166",,,,,,,,,,13,,,"10,805,139,300",13,,,,,"17,343,010","63,769,065",,"4,149,954,270",,,,,"2,153,256,239","2,153,256,239",,,"14,955,093,570",,,,,
[111770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,062,404,821",,,,,"16,453,837,300","12,338,429,946",,,,,,,,,,,,,,,,,,,,,"15,895,292,077",,,,,,,,,,,,,,,,,,,,,,,,764,,,"354,404,297,689",,,,,,"1,175,646,880","1,086,960,920",,"55,957,696,898","10,554,068,544",,,,"33,535,057,671","44,089,126,215",,,"410,361,994,587",,,,,
[009970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,115,910,188",,,,,"1,036,121,602","3,475,865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,902,935",,,,,,,,,,265,,,,,,,,,,"220,422,293",,,"293,617,534",,,,"3,072,457,749","3,366,075,283",,,,,,,,
[036000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358,856,174",,,,,"30,468,135","1,090,455,060",,,,,,,,,,,,,,,,,,,,,"1,416,051,922",,,,,,,,,,,,,,,,,,,,,,,,-17,,,"2,294,157,260",,,,,,"708,813","156,921,370",,"1,774,908,096","-193,865,332",,"-42,938,280",,"-393,991,142","-587,856,474","-393,991,142",,"4,069,065,356",,,,,
[039830],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,192,573,361",,,,,"403,651,765","241,099,905",,,,,,,,,,,,,,,,,,,,,"4,703,005,915",,,,,,,,,,,,,,,,,,,,,,,,165,,,"23,495,362,798",,,,,,"1,091,464,006","244,715,511",,"7,895,579,276","817,150,497",,,,"1,691,226,229","2,508,376,726",,,"31,390,942,074",,,,,
[010470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,228,621,124",,,,,"3,734,496","24,069,010",,,,,,,,,,,,,,,,,,,,,"9,027,956,267",,,,,,,,,,,,,,,,,,,,,,,,83,,,"20,430,858,981",82,,,,,"24,457,965","71,105,805",,"10,256,577,391","328,792,826",,,,"926,141,624","1,254,934,450",,,"30,687,436,372",,,,,
[048260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,985,477,065",,,,,"628,777,398","8,241,614,200",,,,,,,,,,,,,,,,,,,,,"29,641,961,660",,,,,,,,,,,,,,"254,027,813",,,,,,,,,,"-2,636",,,"52,593,618,489",,,,,,"3,334,398,627","3,128,753,031",,"46,881,466,538","37,574,797,617",,"-7,769,066,877",,"-36,176,869,827","1,397,927,790",,,"99,475,085,027",,,,,
[037400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-56,476,046",,,,,"34,102,416","30,079,394",,,,,,,,,,,,,,,,,,,,,"1,882,163,144",,,,,,,,,,,,,,,,,,,,,,,,-7,,,"4,250,042,967",,,,,,"114,759,114","933,827",,"1,825,687,098",0,,,,"-166,278,311","-166,278,311",,,"6,075,730,065",,,,,
[136540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,819,791,925",,,,,"41,394,988","16,467,638",,,,,,,,,,,,,,,,,,,,,"4,859,340,578",,,,,,,,,,,,,,,,,,,,,,,,230,,,"7,543,345,181",224,,,,,"305,699,080","449,768,008",,"7,679,132,503","441,230,831",,,,"2,547,557,372","2,988,788,203",,,"15,222,477,684",,,,,
[011320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-416,239,814",,,,,"603,939,940","158,602,380",,,,,,,,,,,,,,,,,,,,,"5,479,110,921",,,,,,,,,,,,,,,,,,,,,,,,-1,,,"46,458,508,938",,,,,,"459,160,716","423,903,032",,"5,062,871,107","6,909,831",,,,"-13,069,769","-6,159,938",,,"51,521,380,045",,,,,
[056090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,074,175",,,,,"158,157","966,095",,,,,,,,,,,,,,,,,,,,,"2,589,549,048",,,,,,,,,,,,,,,,,,,,,,,,42,42,0,"2,815,677,901",,,,,,"416,510,268","593,812,489",,"2,780,623,223","15,381,550",,"-31,479,657",,"320,707,251","336,088,801",,,"5,596,301,124",,,,,
[084370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,644,440,508",,,,,"1,816,401,209","-597,988,446",,,,,,,,,,,,,,,,,,,,,"10,472,401,725",,,,,,,,,,,,,,,,,,,,,,,,407,,,"20,505,187,794",407,,,,,"986,072","633,763,557",,"19,116,842,233","2,589,658,745",,,,"9,101,948,903","11,691,607,648",,,"39,622,030,027",,,,,
[025820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-389,468,858",,,,,"108,982,322","16,015,978",,,,,,,,,,,,,,,,,,,,,"1,117,143,028",,,,,,,,,,,,,,,,,,,,,,,,-43,,,"50,319,175,817",,,,,,"2,119,145,548","589,775,945",,"727,674,170","-389,746,234",,,,"-1,436,125,883","-1,825,872,117",,,"51,046,849,987",,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126,137,708,823",,,,,"27,565,050,720","7,550,907,358",,,,,,,,,,,,,,,,,,,,,"842,162,975,478",,,,,,,,,,,,,,,,,,,,,,,,"3,563",,,"2,548,891,856,678","3,563",,,,,"60,981,633,739","45,754,575,995",,"968,300,684,301","25,243,894,894",,,,"105,680,899,547","130,924,794,441",,,"3,517,192,540,979",,,,,
[005950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,216,283,781",,,,,"286,103,823","807,435,276",,,,,,,,,,,,,,,,,,,,,"9,967,083,099",,,,,,,,,,,,,,,,,,,,,,,,766,,,"306,971,989,611",766,,,,,"7,536,646,479","7,447,364,722",,"23,183,366,880","424,237,005",,"-1,060,721,654",,"11,120,711,912","11,544,948,917",,,"330,155,356,491",,,,,
[083470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-397,205,057",,,,,"21,412,653","-795,164,838",,,,,,,,,,,,,,,,,,,,,"48,323,412",,,,,,,,,,,,,,"348,881,645",,,,,,,,,,14,,,,,,,,,"87,695,346","2,683,204",,,,,,,"334,360,292","334,360,292",,,,,,,,
[134060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"309,716,568",,,,,"28,897,902","254,505",,,,,,,,,,,,,,,,,,,,,"1,519,776,829",,,,,,,,,,,,,,"2,050,947",,,,,,,,,,91,,,"824,024,870",91,,,,,"4,784,686","21,947,094",,"1,831,544,344",,,"54,253,209",,"409,775,582","409,775,582",,,"2,655,569,214",,,,,
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-690,392,604",,,,,"271,763,707","4,367",,,,,,,,,,,,,,,,,,,,,"2,214,693,376",,,,,,,,,,,,,,,,,,,,,,,,-245,,,"10,989,598,528",,,,,,"279,532,310","11,251,168",,"1,524,300,772",0,,,,"-686,914,406","-686,914,406",,,"12,513,899,300",,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,764,607,362",,,,,"1,164,522,987","1,403,766,570",,,,,,,,,,,,,,,,,,,,,"4,379,886,630",,,,,,,,,,,,,,"621,312,671",,,,,,,,,,93,,,"106,226,648,305",93,,,,,"3,335,746,455","2,121,250,829",,"7,146,808,353","-688,154,826",,,,"2,620,335,650","1,932,180,824",,,"113,373,456,658",,,,,
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,964,223,123",,,,,"880,625,941","422,454,690",,,,,,,,,,,,,,,,,,,,,"360,627,373",,,,,,,,,,,,,,"3,532,008,895",,,,,,,,,,-178,,,"27,471,883,751",-178,,,,,"145,368,475","84,427,912",,"1,928,413,145","217,613,903",,,,"-1,784,606,338","-1,566,992,435",,,"29,400,296,896",,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,079,032,477",,,,,"295,768,100","361,522,973",,,,,,,,,,,,,,,,,,,,,"13,405,318,494",,,,,,,,,,,,,,"3,163,266,407",,,,,,,,,,59,,,"39,121,259,802",59,,,,,"1,271,124,646","392,277,872",,"18,647,617,378","55,936,377",,,,"1,078,494,453","1,134,430,830",,,"57,768,877,180",,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,643,105,385",,,,,"297,450,542","-6,561,715",,,,,,,,,,,,,,,,,,,,,"16,900,704,955",,,,,,,,,,,,,,,,,,,0,,,,,187,187,0,"31,481,162,357",187,187,0,,,"174,108,929","178,061,535",,"20,543,810,340","-267,932,558",,,,"3,683,137,690","3,951,070,248",,,"52,024,972,697",,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,799,445,982",,,,,"364,677,756","519,720,648",,,,,,,,,,,,,,,,,,,,,"3,222,346,852",,,,,,,,,,,,,,"1,442,255,614",,,,,,,,,,337,,,"17,791,989,933",,,,,,"123,467,923","142,905,171",,"7,464,048,448","697,113,026",,,,"1,966,727,312","2,663,840,338",,,"25,256,038,381",,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,773,774,946",,,,,"815,278,307","34,969,416",,,,,,,,,,,,,,,,,,,,,"10,615,915,888",,,,,,,,,,,,,,,,,,,,,,,,"1,685",,,"97,031,760,187","1,685",,,,,"1,563,787,600","3,265,239,839",,"14,389,690,834","779,146,267",,,,"5,476,389,809","6,255,536,076",,,"111,421,451,021",,,,,
[034940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-221,001,929",,,,,"131,951,353","121,915,854",,,,,,,,,,,,,,,,,,,,,"7,176,086,570",,,,,,,,,,,,,,,,,,,,,,,,-18,,,"9,528,015,266",-18,,,,,"389,666,706","61,503,282",,"6,955,084,641","-32,568,935",,,,"-506,560,919","-539,129,854",,,"16,483,099,907",,,,,
[185750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,259,132,966",,,,,"1,205,752,694","509,997,276",,,,,,,,,,,,,,,,,,,,,"59,881,014,956",,,,,,,,,,,,,,"-518,338,530",,,,,,,,,,"1,360",,,"178,172,960,312",,,,,,"992,968,032","207,249,616",,"102,306,527,954","4,934,688,095",,,,"14,716,143,343","19,650,831,438",,,"280,479,488,266",,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,034,928,822",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,408,199,178",,,,,,,,,,,,,,"7,000,000",,,,,,,,,,402,,,,,,,,,"436,010,407","122,376,120",,"2,443,128,000","1,034,828,769",,,,"2,011,607,587","3,046,436,356",,,"2,443,128,000",,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,034,536,197","1,770,568,049",,,,,"-1,359,158","124,797,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,17,,,,17,,,,,"234,062,521","398,882,913",,,"876,999,047",,"37,113,111",,"969,345,809","1,846,344,856",,,"61,805,104,246",,,,,
[035000],"1,350,000",,"170,493,731",,"411,073,184","26,778,020",,,,,,,,,,,,,,"199,239,095",,,,"288,006,423",,"26,104,856",,,,,,,,,,,,0,0,,,,,,,,0,"3,035,500","2,120,050","142,031,825",,,,689,"-235,312,000",,,0,0,,,,,,,"654,899,139","287,682","7,280",,,"-462,728,355",,,,,"287,682","7,969",,,"198,737,056","34,338,000",,"17,974,000",,,,,,,,,,,"2,187,900,275",,"4,081,030","8,837,335","4,401,661,436","33,528,350","27,369,946","77,115,646","15,799,850",,,,,,,,,,,,,0,,,,,,"15,000,000",-2,,,0,-2,,,,,"-233,191,950","142,031,825",,"3,938,933,081","-61,525,246",,,,"-25,699,621","-87,224,867",,,"3,938,933,081",,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,985,123,706",,,,,"1,337,376,306","2,388,474,248",,,,,,,,,,,,,,,,,,,,,"3,693,628,315",,,,,,,,,,,,,,,,,,,,,,,,44,,,"111,630,208,649",44,,,,,"158,542,028","138,082,593",,"11,678,752,021","512,386,882",,,,"6,401,179,447","6,913,566,329",,,"123,308,960,670",,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,507,993,000,000","197,729,000,000",,,,,"40,267,000,000","139,985,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,295,,,,,"154,720,000,000","154,910,000,000",,,"25,817,000,000",,,,"72,384,000,000","98,201,000,000",,,"4,705,722,000,000",,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,010,576,161",,,,,"1,515,600,550","3,164,044,163",,,,,,,,,,,,,,,,,,,,,"161,754,986,809",,,,,,,,,,,,,,,,,,,,,,,,186,,,,186,,,,,"73,982,826","1,902,507,454",,"172,765,562,970","2,349,297,275",,,,"8,841,359,901","11,190,657,176",,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,748,743,795",,,,,"771,716,912","77,602,876",,,,,,,,,,,,,,,,,,,,,"6,214,088,289",,,,,,,,,,,,,,,,,,,,,,,,180,180,,"56,804,897,823",177,177,,,,"1,851,201,549","1,249,518,701",,"9,962,832,084","1,012,377,756",,,,"2,828,797,227","3,841,174,983",,,"66,767,729,907",,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,373,134,288",,,,,"654,722,989","-5,994,449",,,,,,,,,,,,,,,,,,,,,"7,248,412,979",,,,,,,,,,,,,,,,,,,,,,,,308,,,"22,250,199,421",308,,,,,"208,524,778","768,275,332",,"10,621,547,267",0,,,,"4,593,602,280","4,593,602,280",,,"32,871,746,688",,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,536,467,191",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,500,240,023",,,,,,,,,,,,,,"-814,280,004",,,,,,,,,,-152,,,"28,393,882,788",-184,,,,,"4,819,819,585","1,659,738,857",,"4,036,707,214",0,,,,"-2,437,893,541","-2,437,893,541",,,"32,430,590,002",,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-84,244,745",,,,,"139,071,663","33,484,583",,,,,,,,,,,,,,,,,,,,,"862,707,232",,,,,,,,,,,,,,,,,,,,,,,,56,,,"4,939,810,833",,56,,,,"1,405,171","301,070,655",,"778,462,487","-129,335,359",,,,"450,343,178","321,007,819",,,"5,718,273,320",,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,797,887",,,,,"1,435,829","13,025,074",,,,,,,,,,,,,,,,,,,,,"713,227,015",,,,,,,,,,,,,,,,,,,,,,,,34,,,"7,507,516,655",34,,,,,"-25,917,432","153,533,101",,"809,024,902","48,116,238",,,,"215,542,937","263,659,175",,,"8,316,541,557",,,,,
