,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,847,013,100",,,"3,722,670,747","1,073,678,236",,,,,,,,,"33,177,393,719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,468",,,"280,695,503,453",,"5,468",,,,,"2,984,794,410","1,983,056,278",,"75,024,406,819","4,178,757,917",,"39,434,246,797",,"1,501,702,619","37,932,544,178","43,613,004,714",,,,"355,719,910,272",,,,,"118,737,235"
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,424,786,205",,,"27,515,382","40,987,723",,,,,,,,,"3,694,498,114",,,,,,,,,,,,,,,,,,,,,,,,0,"-1,751,202,020",,,,,,,,200,254,-54,"65,259,891,778",,,,,,,"177,269,181","555,544,337",,"14,119,284,319","2,509,189,561",,"6,529,197,439",,0,"6,529,197,439","10,789,589,020","8,280,399,459","-1,751,202,020",,"79,379,176,097",,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,486,000,000",,,,,,,,,,,,,"66,877,000,000",,,,,,,,,,,,,,,,,,"-11,876,000,000",,,,,,,,,,,,,,,-167,,,"755,713,000,000",,-167,,,,,,"32,893,000,000",,"123,363,000,000","3,918,000,000",,"-17,035,000,000",,"71,000,000","-17,106,000,000","-13,117,000,000",,,,"879,076,000,000",,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,092,000,000",,,"36,000,000","57,000,000",,,,,,,,,,,,,,,,382,,,,382,,,,,,,"19,625,000,000",,,,,,"9,655,000,000","9,970,000,000",,,,,,,,,,,,,,,,,,"1,562,000,000","1,059,000,000",,,"3,095,000,000",,"-25,336,000,000",,,,"-2,616,000,000",,,,,,,,,
[015540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,250,235,952",,,,,,,,,,,,,"2,501,934,121",,,,,,,,,,,,,,,,"-191,198,944",,,,,,,,,,,,,,,,,,-171,,"18,957,395,115",,,,,,,,"-112,543,669",,"251,698,169","3,185,546",,"-4,693,413,107",,"-128,016,142","-4,565,396,965","-4,690,227,561","-4,693,413,107",,,"19,209,093,284",,,,,
[089470],,,,,,,,"2,016,314,059","190,467,254,183",,,,,,,,,,,,,,,,,,,,,,,"14,426,674,041",,0,"1,202,523,668","24,596,687",,,,,,,,,"10,648,133,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,488,,,"192,483,568,242",,488,,,,,"7,076,015,083","3,738,750,813",,"25,074,807,628","4,918,560,327",,"15,580,224,734",,0,"15,580,224,734","20,498,785,061",,,,"217,558,375,870",,,"2,420,248,443","215,138,127,427","8,231,448,309"
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178,446,130,288",,,"145,040,202,992","244,339,560,559",,,,,,,,,"110,051,904,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,"3,572,339,502,695",,,,,,,"14,678,271,235","4,219,403,970",,"288,498,034,829","68,287,255,337",,"15,690,986,807",,"-492,930,113","16,183,916,920","83,978,242,144",,,,"3,860,837,537,524",,,,,"15,290,336,688"
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670,183,000,000",,,,,,,,,,,,,"576,785,000,000",,,,,,,,,,,,,,"6,503,000,000",,,,"-3,626,000,000","240,080,000,000",,,,,,,"189,474,000,000",,,,,,,"6,480",,,"7,234,120,000,000",,,,,,,,,,"1,246,968,000,000",,,"617,603,000,000",,"-1,530,000,000","619,133,000,000","810,703,000,000",,,,"8,481,088,000,000",,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,003,907,000",,,"9,547,890,000","18,786,739,000",,,,,,,,,"258,814,576,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,819",,,"68,776,138,000",,"1,819",,,,,"2,318,684,000","1,792,812,000",,"328,818,483,000","20,211,255,000",,"50,451,780,000",,"8,987,483,000","41,464,297,000","70,663,035,000",,,,"397,594,621,000",,,,,"10,423,849,000"
[012630],,,,,,"451,189,538,511",,"25,814,103,121","281,956,622,060",,,,,,,,,,,,,,,,,,,,,,,"86,579,574,184",,"23,534,880,668","18,690,763,296","1,791,784,377",,,,,,,,,"72,475,006,629",,,,,,,,,,"197,122,690,019",,,,,,,,"1,753,289,525",,,,,,,,,,,"221,161,113,223",,,,"1,016",,,"986,305,779,150",,"1,016",,,,,"19,036,620,703","16,606,683,460",,"159,054,580,813","25,584,364,249","47,342,959,403","76,536,665,319",,,,"102,121,029,568",,,,"1,145,360,359,963","493,736,259,875",,"28,887,755,196","344,823,486,119","1,072,413,708"
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,503,919,000,000",,,"409,182,000,000","456,035,000,000",,,,,,,,,"3,060,769,000,000",,,,,,,"4,379",,,,"4,379",,,,,,,"31,750,000,000",,,,,,,,,,,,,,,,,,"18,864,893,000,000",,,,,,,"286,023,000,000","166,171,000,000",,"4,564,688,000,000","499,386,000,000",,"1,206,018,000,000",,,,"1,705,404,000,000",,,,"23,429,581,000,000",,,,,"368,190,000,000"
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,900,458,265",,,"32,515,813,332","36,216,118,761",,,,,,,,,"18,266,546,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,109,"1,029,587,435,404",,,,,,,"7,163,270,435","9,744,986,572",,"24,167,004,728","1,532,822,070",,"8,082,194,354",,"15,403,660","8,066,790,694","7,182,173,617","5,649,351,547","2,432,842,807",,"1,053,754,440,132",,,,,"2,400,304,644"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,832,877,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,417,937,193",,,,,,,,"3,281,832,343",,,,,,,-251,,,,,-238,,,,"52,937,447,924",,,,,,,"-9,866,892,303",,,"-9,866,892,303","-6,585,059,960",,,"388,473,344,807","730,862,763,859",,,,,
[064240],,,,,,,,,,,,,,,,,,,,,,"27,330,780","95,584,384",,,,,,,,,"1,002,337,790",,,,,,,,,,,,,"6,616,922,912",,,,,,,,,,,,,,,,,,"1,297,228,471",,,,,,,,,,,,,,,2,,,"17,064,896,318",,2,,,,,"1,132,790,656","2,066,395,074",,"8,297,803,696","-338,296,964",,"64,047,326",,,"64,047,326","402,344,290",,,,"25,362,700,014",,,,,
[006060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,832,816",,,,,,,,,,,,,"18,058,448,026",,,,,,,,,,,,,,,,,,"63,223,001",,,,,,,,,,,,,,,105,,,"144,094,422,897",,,,,,,,,,"31,059,280,842","1,833,529,244",,"5,797,984,064",,"8,244,352","5,789,739,712","7,631,513,308",,,,"175,153,703,739",,,,,
